sid,Id,CreatedAt,author_id,OrigTweet,mVader,mRetweets,mLikes,mReplies,mHasURL,mHasMedia,mUFollowers,mUFollowing,mUTweets,mUVader,Rumour,Type of rumour,label,rumour_type,cleaned_tweet,word_count
21430,dvkzR4OBwRrJ,2019-05-27 22:13:28+00:00,kxYMR1b6xPkp,5 days after the Manchester arena attack 2 years ago I stood in this crowd as @What_Liam_Said sang #DontLookBackInAnger in memory of the 22 🐝 the most emotional gig I’ve ever been to and one that will have a special place with me forever 💖🐝 #OneLoveManchester https://t.co/ZLKtPep8AP,0.0515710623129397,0,5,0,1,0,241,251,389,0.0515710623129397,True,,reliable,,5 days after the Manchester arena attack 2 years ago I stood in this crowd as sang DontLookBackInAnger in memory of the 22 the most emotional gig Ive ever been to and one that will have a special place with me forever OneLoveManchester,43
71223,eD8E8J9neYbY,2017-05-23 12:45:15+00:00,4zoZKNq,UPDATE: 8 year-old girl from Leyland confirmed dead in 'terror attack' at Manchester Arena https://t.co/oQAcJcR79W,-0.895664663740519,0,0,0,1,0,514,2771,5262,-0.895664663740519,True,,reliable,,UPDATE 8 year-old girl from Leyland confirmed dead in 'terror attack' at Manchester Arena,14
25865,MOKrN4la8EpW,2018-10-08 14:11:37+00:00,ew91OXW,"Latest figures from @BBCNews reveal many of the Manchester arena attack survivors are still seeking psychological help.
We're proud of the RTS nominated documentary we produced, working with victims and their families and our thoughts are with everyone who is still suffering. https://t.co/0NcAw9M0T5",0.0,1,5,0,1,0,1471,1342,1998,0.0,True,,reliable,,"Latest figures from reveal many of the Manchester arena attack survivors are still seeking psychological help. We're proud of the RTS nominated documentary we produced, working with victims and their families and our thoughts are with everyone who is still suffering.",41
67571,n7DVvdV4N3EM,2017-05-23 15:19:54+00:00,97RbPA,"@Stevenwhirsch99 https://t.co/LcIR2dE1ye
That took 5 seconds on Google to find. Or do you need it personally delivered to your inbox?",0.0,1,2,1,1,0,763,1751,42112,0.0,True,,unrelated,,That took 5 seconds on Google to find. Or do you need it personally delivered to your inbox?,18
16322,ewKlJ7beVKPM3,2020-07-09 08:32:06+00:00,zzJ94Gd,Ruling on legal challenge by Manchester Arena bomb survivors due this week https://t.co/LL6aOq7t9p,0.0258112866459833,2,0,0,1,0,2490,1745,6363,0.0086037622153277,True,,reliable,,Ruling on legal challenge by Manchester Arena bomb survivors due this week,12
26830,39qvv0AGrPAv,2018-08-02 14:01:12+00:00,WZ8GN3w,"""Manchester Arena bomber Salman Abedi was rescued by Royal Navy before he carried out attack""! Why? Why does he do such host country that give asylum. Why? Liberal world are under attack by Muslim invasion is no doubt sure in the coat of HR, Refugees. 

 https://t.co/IKge0AIbTQ",-0.557370401713154,3,3,1,1,0,617,1361,3771,-0.557370401713154,Fake,Refugee bomber,misinformation,Refugee bomber,"""Manchester Arena bomber Salman Abedi was rescued by Royal Navy before he carried out attack""! Why? Why does he do such host country that give asylum. Why? Liberal world are under attack by Muslim invasion is no doubt sure in the coat of HR, Refugees.",45
38058,rqDlvKRvzbjm,2017-11-08 10:56:34+00:00,1EKL0a,It was only when a senior fire officer went to police headquarters after midnight that the brigade was told it... https://t.co/vyPDkIrAjh,-0.339950051825042,0,0,0,1,0,4753,905,229696,-0.586772204813392,True,,unrelated,,It was only when a senior fire officer went to police headquarters after midnight that the brigade was told it...,20
32821,YjAxaq8wBYjW,2018-04-06 16:14:17+00:00,6eLX3D,"@danhett @nowplaythese 👍 Now a clip on BBC News website (so doesn't require iPlayer).
https://t.co/JVlX344tej",0.0,0,0,0,1,0,1639,330,33061,0.0,True,,unrelated,,Now a clip on BBC News website so doesn't require iPlayer .,12
51474,ro090Ybve1x9,2017-05-25 06:37:48+00:00,ewP9BxB,Seriously @irishexaminer?! You think that's an appropriate headline? Such wanton clickbait. Awful.  https://t.co/MoDm2gN4Nk,-0.571885032070072,1,2,1,1,0,3773,984,115207,-0.565699761509659,True,,unrelated,,Seriously ?! You think that's an appropriate headline? Such wanton clickbait. Awful.,12
8260,GpwDdAm6e0JXp,2021-08-27 21:58:39+00:00,nOMzPoW3qxEGM,"@TruvueC @PoliticsForAlI 21th of July 2005 London Bombings, Leytonstow Stabbing, Reading Stabbing, 2017 London Bridge attack, Stephen Oake Murder, Manchester arena bombing, Jihadi John. All Islamic Terrorists and all Refugees/Asylum seekers. Should I carry on?",-0.926003339774301,0,1,0,0,0,1076,1168,143734,-0.887537576549525,Fake,Refugee bomber,misinformation,Refugee bomber,"21th of July 2005 London Bombings, Leytonstow Stabbing, Reading Stabbing, 2017 London Bridge attack, Stephen Oake Murder, Manchester arena bombing, Jihadi John. All Islamic Terrorists and all Refugees Asylum seekers. Should I carry on?",34
45903,wZlOmdKJ3RMr,2017-05-29 08:50:37+00:00,LmkMdwA,LIVE: Police raid address in Whalley Range as Manchester Arena attack investigation continues https://t.co/2PsfylGbkA,-0.476657605574574,0,0,0,1,0,298,163,298201,-0.577565671921168,True,,reliable,,LIVE Police raid address in Whalley Range as Manchester Arena attack investigation continues,13
74911,GkMKaYwlYKVG,2017-05-23 10:50:38+00:00,aDleQY,@jenniwardell Seemed like a suspicious bag or something: https://t.co/ZhSJO25RH1,0.0,0,1,1,1,0,6108,6388,51287,0.0,True,,unrelated,,Seemed like a suspicious bag or something,7
30071,rmo0b4XV8rW8,2018-05-22 07:26:43+00:00,YMkeWzl,Where would we all be without the healing balm of music? Join a choir! Smile and sing - loud and proud  - it’s the best antidepressant you will ever know ... 🙂 https://t.co/TV8KprBpSI,0.900070320740819,0,1,1,1,0,778,935,44250,0.900070320740819,True,,unrelated,,Where would we all be without the healing balm of music? Join a choir! Smile and sing - loud and proud - its the best antidepressant you will ever know ...,31
21292,q0zBMBVjEnnk,2019-06-16 00:42:00+00:00,enE4J0o,"Just remember, your licence fee goes towards this corporation - which only speaks PC jargon and likes to cover up inconvenient truths against their narrative. #BBC #ScrapTheLicenceFee https://t.co/sr36jXc1kW",0.339950051825043,2,2,1,1,0,492,336,77483,0.0978802785344955,True,,unrelated,,"Just remember, your licence fee goes towards this corporation - which only speaks PC jargon and likes to cover up inconvenient truths against their narrative. BBC ScrapTheLicenceFee",27
56924,0GnQlPnXOvNe,2017-05-24 10:44:23+00:00,EMDXLW,😢 really can't believe all this has happened R.I.P my thoughts go out to all the families 😥 https://t.co/kIBGM72oFd,0.0,0,0,0,1,0,51,333,8814,0.0,True,,unrelated,,really can't believe all this has happened R.I.P my thoughts go out to all the families,16
14170,M3va1DYYQ4qxz,2020-10-05 13:40:10+00:00,0QeNJO,Went to get some food... https://t.co/71iCgE4ffQ,0.0,0,0,0,1,0,7084,915,949567,0.0,True,,unrelated,,Went to get some food...,5
2320,WBZLkGWpoZjmj,2022-11-05 14:52:14+00:00,0A9MkMBz10JY,@KeeleKeele5 @_iamcharlotte_x @Peoplespoet007 @musher999 I mean even the briefest actual research would show that not to be true https://t.co/Fm2loBGrFk,0.421463615211762,0,0,2,1,0,43,7,14791,-0.423616685276047,True,,unrelated,,I mean even the briefest actual research would show that not to be true,14
65016,n7DkqpAlVRJM,2017-05-23 17:18:34+00:00,BWNk8p,Police confirm identity; US officials passed it to reporters apparently against wishes of UK security services. https://t.co/ByYmh07mf2,0.624893326938946,0,0,0,1,0,1056,1326,35627,0.624893326938946,True,,unrelated,,Police confirm identity US officials passed it to reporters apparently against wishes of UK security services.,16
31758,aBMNjzxplXqQ,2018-05-15 07:55:51+00:00,BYqnVxX,"What an amazing and brave young lady! 

https://t.co/WdJUgRhO4B https://t.co/WdJUgRhO4B",0.801995608018326,4,11,0,1,0,554,97,1005,0.801995608018326,True,,unrelated,,What an amazing and brave young lady!,7
29310,06GjGokrGvzY,2018-05-22 10:59:04+00:00,WprOYq,"...Also, if you're travelling into the city centre and want to have a look at what commemorations are going on today the following article should help. https://t.co/rY2HWUInlz https://t.co/CiLIbMJIJa",0.458831467741123,0,1,0,1,0,167721,2536,105423,-0.249199864389166,True,,unrelated,,"...Also, if you're travelling into the city centre and want to have a look at what commemorations are going on today the following article should help.",26
81461,0GAlDx1OqvPw,2017-05-23 07:23:31+00:00,kz3pGB3wo34Z,Concerned friends &amp; relatives can use emergency number 0161 856 9400 - set up after Manchester Arena attack… https://t.co/o43qte6Gfk BBCBr…,-0.295958174200194,0,0,0,1,0,8,27,23321,-0.706566187052091,True,,reliable,,Concerned friends amp relatives can use emergency number 0161 856 9400 - set up after Manchester Arena attack BBCBr,19
36836,rqjzVBaqDDzm,2017-12-05 14:25:37+00:00,AKO8k6,"I have a massive, massive problem with the 'lessons must be learned' line on the #Manchester Arena attack.
There was a hugely thorough report in to Adebolajo and Adebowale . Yet in overarching terms, we are in the same place.",-0.700349291735761,0,1,0,0,0,5691,4938,61738,-0.700349291735761,True,,reliable,,"I have a massive, massive problem with the 'lessons must be learned' line on the Manchester Arena attack. There was a hugely thorough report in to Adebolajo and Adebowale . Yet in overarching terms, we are in the same place.",40
70249,ron9j1Wp89w1,2017-05-23 13:19:02+00:00,Y8DdWnBPnLQl,President Trump Condemns ‘Horrible Morning of Death’ in U.K. https://t.co/peJ9paCme7 he needs to STFU,-0.89335803114606,0,0,0,1,0,46,124,4274,-0.89335803114606,True,,unrelated,,President Trump Condemns Horrible Morning of Death in U.K. he needs to STFU,13
41140,0EGpBkPMkeY6,2017-07-24 19:04:09+00:00,rDkRnD4,"JUST Director, civil rights leader, Ratna Lachman has sadly passed away: https://t.co/zYXzx6OSsp",-0.421463615211762,0,0,0,1,0,2592,2737,10209,-0.421463615211762,True,,unrelated,,"JUST Director, civil rights leader, Ratna Lachman has sadly passed away",11
57644,DX9eEvz97D0z,2017-05-24 08:55:21+00:00,nvVGoON9WlJG,The 9 missing from the Manchester Arena terror attack https://t.co/j1KPqCBkT7 via @telegraphnews,-0.827129996023704,0,0,0,1,0,505,759,28655,-0.824796444824085,True,,reliable,,The 9 missing from the Manchester Arena terror attack via,10
68775,A1eJjOXQ9GAL,2017-05-23 14:22:31+00:00,vbONJ6,"@jessicaaRiddell Hi Jessica, @WestYorksPolice are increasing patrols across the City – including campus – to reassure our community: https://t.co/14Lf3zVut0",0.339950051825042,0,1,0,1,0,121896,1148,14539,0.339950051825042,True,,unrelated,,"Hi Jessica, are increasing patrols across the City including campus to reassure our community",14
10800,0WpjObKREmXZd,2021-04-26 14:00:11+00:00,AR8qrL,A senior officer has accepted he failed to make sure the emergency services were working together in the aftermath of the Manchester Arena attack https://t.co/BQ25KESuc3,-0.68082252702501,1,4,0,1,0,332050,1075,76752,-0.561227920005825,True,,reliable,,A senior officer has accepted he failed to make sure the emergency services were working together in the aftermath of the Manchester Arena attack,24
37071,KMbe8NG4ArBZ,2017-11-30 02:09:11+00:00,9JRER6KX4kLp,@CheneysDick666 @DeckledEdges @SteveAltright @jds_cockaigne @JaydaBF @realDonaldTrump Yeah I agree they do and always will do.. but these so called terror event are staged events from 911 to the Manchester arena they are Masonic Judaic dark Zion events to cause fear in us as normal citizens,-0.440433570760169,0,0,0,0,0,28,33,1299,-0.22165785274553,Fake,Conspiracy,misinformation,Conspiracy,Yeah I agree they do and always will do.. but these so called terror event are staged events from 911 to the Manchester arena they are Masonic Judaic dark Zion events to cause fear in us as normal citizens,39
6,PZq1bnWEBN86W,2023-03-22 06:27:31+00:00,BmldjR4,"@TNTAndrew1 @DrAmirKhanGP Why are you ashamed? We allowed him into the country, isn’t open borders what you support? Now you’re blaming the UK for allowing him in. Did you feel ashamed after the Manchester arena attack? I guess not!",-0.868943065423215,0,11,0,0,0,121,217,2392,-0.868943065423215,Fake,Refugee bomber,misinformation,Refugee bomber,"Why are you ashamed? We allowed him into the country, isnt open borders what you support? Now youre blaming the UK for allowing him in. Did you feel ashamed after the Manchester arena attack? I guess not!",37
43949,arwv6ZQxMe7Y,2017-06-05 14:57:06+00:00,0bGGGRmEOjOO,"UK general election 2017: Will voting go ahead on Thursday, June 8, in light of London Bridge and ... via https://t.co/0jQjgW2lhr https://t.co/oO1BGdmkFB",0.0,0,0,0,1,1,377,984,53400,-0.676725436909785,True,,unrelated,,"UK general election 2017 Will voting go ahead on Thursday, June 8, in light of London Bridge and ... via",20
58685,wZxpxnaAqQPQ,2017-05-24 05:30:44+00:00,E1qkqdo,"Manchester Attacker Identity Known To Police: On Monday, a lone man detonated a bomb at the Manchester Arena in… https://t.co/v07VxNYBCe",-0.840168050416806,0,0,0,1,0,683,13,632270,-0.840168050416806,Fake,The police knew the attacker,misinformation,The police knew the attacker,"Manchester Attacker Identity Known To Police On Monday, a lone man detonated a bomb at the Manchester Arena in",19
69382,GkMmADxzJRd4,2017-05-23 13:56:17+00:00,D19mo7PpnrkN,"My children went off to school this morning unaware of the terrible events of last night. I know their school
Is... https://t.co/nDeCDb69CU",-0.599373159673106,0,0,0,1,0,104,200,1220,-0.599373159673106,True,,unrelated,,My children went off to school this morning unaware of the terrible events of last night. I know their school Is...,21
40138,3nM4rndMKxEl,2017-08-23 14:05:06+00:00,B8p86ZN,‘I have made a pact to not hone in on the evil because hatred is the worst emotion.’  https://t.co/61uKjiGWNi,-0.92870816414906,8,9,0,1,0,24246,752,18645,-0.148258184617093,True,,unrelated,,I have made a pact to not hone in on the evil because hatred is the worst emotion.,18
807,pk9ex74zn8dLq,2023-03-02 18:33:20+00:00,dpKw8rw,"So do we trust #MI5? 
What with all these 100,000 illegal gimegrants here - of which 1800 are on terror watch.
My thoughts are with the families at Manchester arena - another scandal",-0.7649686210234,4,7,0,0,0,4996,5451,91503,-0.715941336413447,True,,reliable,,"So do we trust MI5? What with all these 100,000 illegal gimegrants here - of which 1800 are on terror watch. My thoughts are with the families at Manchester arena - another scandal",33
70375,O7bzpma7Q906,2017-05-23 13:14:01+00:00,abKDlQ,"#ManchesterAttack -
desperate families search for loved ones https://t.co/S8a6RMfwsr",0.381819167922678,8,5,0,1,0,351089,2832,510839,-0.268465734233559,True,,reliable,,ManchesterAttack - desperate families search for loved ones,8
55939,79R1r04PL7Yx,2017-05-24 12:59:02+00:00,enZ9vwr,".""@USPoliticsAr RT @worldonalert: #Manchester: Video shows moment when the bomb detonated at the #Manchester Arena. https://t.co/pbMgEaaTUg""",-0.493914580573631,1,2,0,1,1,14383,58,533646,-0.493914580573631,True,,reliable,,"."" RT Manchester Video shows moment when the bomb detonated at the Manchester Arena.",14
43767,d8XP39bjpD7e,2017-06-06 21:29:22+00:00,7AJG7K,Slag wrestling off. I Fucking dare you. 👍🏻such a lovely thing to happen to a family of wrestling fans  https://t.co/FdV3jgPHqD,0.74901120049252,0,5,0,1,0,1227,1508,60720,0.74901120049252,True,,unrelated,,Slag wrestling off. I Fucking dare you. such a lovely thing to happen to a family of wrestling fans,19
58229,wZxkYz7E4LN3,2017-05-24 07:04:06+00:00,pNj66qb,RT EPLFeed: BREAKING: UEFA have made a HUGE decision on the Europa League final! https://t.co/mOpMXKsxwR https://t.co/xcM92Un1I2,0.318210996771242,0,0,0,1,0,22599,55,51589,-0.221613589017302,True,,unrelated,,EPLFeed BREAKING UEFA have made a HUGE decision on the Europa League final!,13
11862,4zkQ0LxZDdM1E,2021-01-25 19:59:54+00:00,V334Nxx,"Duncan Atkinson QC said the evidence had shown that the attack was “the consequence of significant failures – serious, unacceptable and unjustifiable failures”, mainly by British Transport Police (BTP), arena operators SMG and security firm Showsec

https://t.co/aZ7FlPgkpt",-0.868943065423215,1,0,0,1,0,17577,19335,1969161,-0.868943065423215,True,,reliable,,"Duncan Atkinson QC said the evidence had shown that the attack was the consequence of significant failures serious, unacceptable and unjustifiable failures, mainly by British Transport Police BTP , arena operators SMG and security firm Showsec",36
53893,V9ElW8lQMqbm,2017-05-24 17:42:19+00:00,GXnzwvw6OWW8,"A detonator, shrapnel and a battery: The Times got access to photos of materials found at the Manchester bombing https://t.co/3q80JXsfvM",0.0,0,0,0,1,0,491,587,53272,-0.646961398464594,True,,reliable,,"A detonator, shrapnel and a battery The Times got access to photos of materials found at the Manchester bombing",19
76091,GkMKAPM836qK,2017-05-23 10:12:21+00:00,GlZzJG,President Trump Condemns ‘Horrible Morning of Death’ in U.K. https://t.co/MGX3O4nOJO #breakingnews #news,-0.89335803114606,0,0,0,1,0,560,593,627270,-0.559419618610613,True,,unrelated,,President Trump Condemns Horrible Morning of Death in U.K. breakingnews news,11
38592,aWJnLJZbVaKE,2017-10-02 18:20:03+00:00,dDx3BE,"It doesn’t matter what colour the shooter’s skin was. The Las Vegas shooting is as much “terrorism,” as the Manchester Arena attack. Evil.",-0.918558653543692,1,8,0,0,0,11291,1120,30564,-0.918558653543692,True,,reliable,,"It doesnt matter what colour the shooters skin was. The Las Vegas shooting is as much terrorism, as the Manchester Arena attack. Evil.",23
8198,NWlGb0lbLEdaq,2021-09-07 01:09:19+00:00,3NjLZoO,"For F's sake!
Even the use of basic first aid knowledge could have saved lives!!!!!
This jobsworth behaviour infuriates me!

https://t.co/ivp1Rl99RF",-0.202288694969669,0,0,0,1,0,185,355,59006,-0.262182089907106,True,,unrelated,,For F's sake! Even the use of basic first aid knowledge could have saved lives!!!!! This jobsworth behaviour infuriates me!,20
