text,is_rumor,user.handle,topic,label,cleaned_tweet,word_count
"Such a moving photo from @mariotestino, it actually brought a tear to my eye. #JeSuisCharlie http://t.co/s8Zv6gtK96",0,TanyaBurr,charliehebdo,not_rumour,"Such a moving photo from , it actually brought a tear to my eye. JeSuisCharlie",15
#Ferguson officials to release name of cop who shot Michael Brown on Friday http://t.co/x0P9yUhzUU http://t.co/Gk2DxncNov,1,NBCNews,ferguson,rumour,Ferguson officials to release name of cop who shot Michael Brown on Friday,13
"#Ferguson Police Chief Thomas Jackson: “I’m not going anywhere, I’m going to stay and see this through.” #NewDay http://t.co/ZFH4Hh0ty7",0,NewDay,ferguson,not_rumour,"Ferguson Police Chief Thomas Jackson Im not going anywhere, Im going to stay and see this through. NewDay",18
French president: No survivors likely in Germanwings crash http://t.co/ZCVYX4B1lQ,1,HuffingtonPost,germanwings-crash,rumour,French president No survivors likely in Germanwings crash,8
“Stay safe Ottawa” is a phrase that need never be uttered in a just world.,0,TheTweetOfGod,ottawashooting,not_rumour,Stay safe Ottawa is a phrase that need never be uttered in a just world.,15
Thousands tweet declaring their solidarity with Muslims... #IllRideWithYou #sydneysiege http://t.co/Lq0VjkWreY http://t.co/DRsCNjqt4y,0,Independent,sydneysiege,not_rumour,Thousands tweet declaring their solidarity with Muslims... IllRideWithYou sydneysiege,9
BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/38qOgXcuet,1,RichardMadan,ottawashooting,rumour,BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn cdnpoli,11
"While all eyes on #sydneysiege - 5 shot dead in Philadelphia, in the much bigger acceptable terrorism of US gun crime http://t.co/9N4VUmhhml",0,peterjukes,sydneysiege,not_rumour,"While all eyes on sydneysiege - 5 shot dead in Philadelphia, in the much bigger acceptable terrorism of US gun crime",21
Military coup in #Kremlin and putin has been removed from power? Bullsh1t! 89% Russian people support &amp; adore him! putin is their new stalin,1,ZombieTVonline,putinmissing,rumour,Military coup in Kremlin and putin has been removed from power? Bullsh1t! 89 Russian people support amp adore him! putin is their new stalin,24
"A @germanwings A322 #4U9525, BCN-DUS,  with at least 143 passengers has crashed today at 9.39 UTC http://t.co/L7Wtodurt7",1,AircraftTalking,germanwings-crash,rumour,"A A322 4U9525, BCN-DUS, with at least 143 passengers has crashed today at 9.39 UTC",15
Chambers and W. Florissant right now. #Ferguson http://t.co/fLag6Sw0MU,0,AntonioFrench,ferguson,not_rumour,Chambers and W. Florissant right now. Ferguson,7
Police in Canada have confirmed to NBC that multiple gunmen were involved in what appears to be coordinated series of shootings in #Ottawa,1,LukeRussert,ottawashooting,rumour,Police in Canada have confirmed to NBC that multiple gunmen were involved in what appears to be coordinated series of shootings in Ottawa,23
"#France's most famous cartoonist, 87 year old Uderzo - father of Asterix - comes out of retirement for #CharlieHebdo. http://t.co/SyNChbpYD6",0,WilliamsJon,charliehebdo,not_rumour,"France's most famous cartoonist, 87 year old Uderzo - father of Asterix - comes out of retirement for CharlieHebdo.",19
Witness tells #CBCNews suspected shooter of uniformed soldier at #Ottawa's War Memorial was carrying rifle.,1,CBCAlerts,ottawashooting,rumour,Witness tells CBCNews suspected shooter of uniformed soldier at Ottawa's War Memorial was carrying rifle.,15
UPDATE @flightradar24 altitude &amp; speed chart of #4U9525 http://t.co/wGXZMtDVDI http://t.co/pFdVDioV0e,0,airlivenet,germanwings-crash,not_rumour,UPDATE altitude amp speed chart of 4U9525,7
Field near printers has become a makeshift helicopter pad for airforce and gendarmerie Puma helicopters #charliehebdo http://t.co/O5VQOFpWlV,1,RobNisbetSky,charliehebdo,rumour,Field near printers has become a makeshift helicopter pad for airforce and gendarmerie Puma helicopters charliehebdo,16
Star photographer Steve Russell shows how long the Prince lineup at Massey Hall is right now. http://t.co/tnpmrN08fp,1,karonliu,prince-toronto,rumour,Star photographer Steve Russell shows how long the Prince lineup at Massey Hall is right now.,16
"2/2 on 4U 9525. If our fears are confirmed, this is a dark day for Germanwings."" Carsten Spohr",0,Lufthansa_DE,germanwings-crash,not_rumour,"2 2 on 4U 9525. If our fears are confirmed, this is a dark day for Germanwings."" Carsten Spohr",19
"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson",1,edeweysmith,ferguson,rumour,"That was very ""SLICK"" of the Police Chief to create a narrative that MikeBrown was a ""suspect"" in a robbery! Ferguson",21
"Construction on red Square, mystery announcement &amp; the Russian flag has been taken down over the Kremlin. #PutinDead? http://t.co/xcpAEi6iof",1,AlanaBowker,putinmissing,rumour,"Construction on red Square, mystery announcement amp the Russian flag has been taken down over the Kremlin. PutinDead?",18
"BREAKING NEWS: CBC confirms photo of Michael Zehaf-Bibeau, the gunman in the Ottawa shooting - http://t.co/58IK7FMcA1 http://t.co/HmCjJGCn0F",1,PzFeed,ottawashooting,rumour,"BREAKING NEWS CBC confirms photo of Michael Zehaf-Bibeau, the gunman in the Ottawa shooting -",15
"""But who wants the English in Europe?"" Quite enjoying some of these #CharlieHebdo covers: https://t.co/p0QS7l0q1H http://t.co/GmzJnnhwc3",0,richardjgodwin,charliehebdo,not_rumour,"""But who wants the English in Europe?"" Quite enjoying some of these CharlieHebdo covers",14
"After their exclusives on Putin and Kabayeva's first two babies, Page Six must be mad at getting scooped on the third http://t.co/8fKIjzW8dw",1,maxseddon,putinmissing,rumour,"After their exclusives on Putin and Kabayeva's first two babies, Page Six must be mad at getting scooped on the third",21
#Toronto if you can't get in to see #princeTO then get a #Prince pizza from Dino http://t.co/hqGmtiT6r0 @FiratDino,1,MYNAMEISKHANcdn,prince-toronto,rumour,Toronto if you can't get in to see princeTO then get a Prince pizza from Dino,16
Here's a rundown of the cartoons the #Muslim savages in Paris just slaughtered 12 people over: http://t.co/lg5H5cxXbW http://t.co/K1m6vMAPWh,0,BradThor,charliehebdo,not_rumour,Here's a rundown of the cartoons the Muslim savages in Paris just slaughtered 12 people over,16
"They desecrated #mikebrown's body then they desecrated his memory and plight for justice. 

EXPLAIN THIS. 

#Ferguson #DONTSHOOT",1,elonjames,ferguson,rumour,They desecrated mikebrown's body then they desecrated his memory and plight for justice. EXPLAIN THIS. Ferguson DONTSHOOT,17
DEVELOPING: #CharlieHebdo shooting suspects holed up in premises of construction company http://t.co/G6eunBDIrj http://t.co/Jw357f31GO,1,RT_com,charliehebdo,rumour,DEVELOPING CharlieHebdo shooting suspects holed up in premises of construction company,11
Canada's parliament building locked down after shooting; at least one guard injured: http://t.co/Nrsnlg2s04 Photo: AP http://t.co/qPXF4IF6aM,1,WSJLive,ottawashooting,rumour,Canada's parliament building locked down after shooting at least one guard injured Photo AP,14
Gun fire exchange in Parliament Hill building #Ottawa #parliament #shooting #Canada #BeSafeOttawa -https://t.co/9RDjNvVkJW via @martinvass2,1,MartinVass2,ottawashooting,rumour,Gun fire exchange in Parliament Hill building Ottawa parliament shooting Canada BeSafeOttawa - via,14
#BREAKING IS radio praises Charlie Hebdo attackers as 'heroes',0,AFP,charliehebdo,not_rumour,BREAKING IS radio praises Charlie Hebdo attackers as 'heroes',9
Love is stronger than hate #CharlieHebdo http://t.co/XegvHUoHsD,0,monaeltahawy,charliehebdo,not_rumour,Love is stronger than hate CharlieHebdo,6
LIVE: Paris on alert as gunmen kill twelve in massacre at #CharlieHebdo magazine office: http://t.co/q0K4AorQmJ http://t.co/rb4DycPVeC,1,vicenews,charliehebdo,rumour,LIVE Paris on alert as gunmen kill twelve in massacre at CharlieHebdo magazine office,14
#Ferguson chief said the officer was unaware of any robbery &amp; stopped #MikeBrown for jay walking. #TheJig http://t.co/uLWzIJH5WJ,1,Bossip,ferguson,rumour,Ferguson chief said the officer was unaware of any robbery amp stopped MikeBrown for jay walking. TheJig,17
"#Putindead?Njet!Just got bored with Kremlintowers,so busy moving to #Zutphen!Dutch City of many amazing Towers! #vvv http://t.co/ZsWD0F1ikl",0,TorensInBewging,putinmissing,not_rumour,"Putindead?Njet!Just got bored with Kremlintowers,so busy moving to Zutphen!Dutch City of many amazing Towers! vvv",15
BREAKING: A source confirms to CP24 that the deceased soldier in Ottawa is Cpl. Nathan Cirillo. Cirillo was a member of the Hamilton Argylls,1,CP24,ottawashooting,rumour,BREAKING A source confirms to CP24 that the deceased soldier in Ottawa is Cpl. Nathan Cirillo. Cirillo was a member of the Hamilton Argylls,24
"UPDATED: Shots fired on Parliament Hill, soldier injured at National War Memorial http://t.co/eyhV6c2yiv http://t.co/wy63eYJbB1",1,CP24,ottawashooting,rumour,"UPDATED Shots fired on Parliament Hill, soldier injured at National War Memorial",12
"BREAKING: Instead of dispersing, protesters got on their knees with their hands up. http://t.co/mvPftWrnEs #Ferguson",0,YourAnonGlobal,ferguson,not_rumour,"BREAKING Instead of dispersing, protesters got on their knees with their hands up. Ferguson",14
BREAKING: Australian National Imams Council condemns Sydney siege http://t.co/qFdU4gHjAE,0,AlArabiya_Eng,sydneysiege,not_rumour,BREAKING Australian National Imams Council condemns Sydney siege,8
#Ferguson Police apparently has a history of fabrication.  http://t.co/x1d3QTfEBx,1,SistahScholar,ferguson,rumour,Ferguson Police apparently has a history of fabrication.,8
5 people have been able to get out of Sydney cafe during hostage situation: http://t.co/DBgNP6sqFG http://t.co/Q3ECKnYfPV,1,ABC,sydneysiege,rumour,5 people have been able to get out of Sydney cafe during hostage situation,14
"A320 search &amp; rescue teams are said to be heading to the crash site at Méolans-Revel in the French Alps
#Germanwings http://t.co/gkBze2MTkx",0,Independent,germanwings-crash,not_rumour,A320 search amp rescue teams are said to be heading to the crash site at Molans-Revel in the French Alps Germanwings,21
Really hope #sydneysiege hostage are rescued. But worth noting most jihadi victims are Muslims http://t.co/Y0Gs7jspLE http://t.co/TxZu4vGDDx,0,sunny_hundal,sydneysiege,not_rumour,Really hope sydneysiege hostage are rescued. But worth noting most jihadi victims are Muslims,14
Why Putin’s “Coup” Might be a Staged Event to Win Back the West http://t.co/COmEK0Isn9,1,BlissTabitha,putinmissing,rumour,Why Putins Coup Might be a Staged Event to Win Back the West,13
UPDATE: The Australian Grand Mufti has strongly condemned the actions of the lone gunman in #SydneySiege. #9News http://t.co/9lSZ6cTqOV,0,9NewsSyd,sydneysiege,not_rumour,UPDATE The Australian Grand Mufti has strongly condemned the actions of the lone gunman in SydneySiege. 9News,17
"Ottawa friends—Canadians are with you, coast to coast. #OttawaShooting #cdnpoli",0,Raffi_RC,ottawashooting,not_rumour,"Ottawa friendsCanadians are with you, coast to coast. OttawaShooting cdnpoli",10
"BREAKING: #Germanwings co-pilot's name is Andreas Lubitz, a German national, says Marseilles prosecutor: http://t.co/1o08vXVzP8",1,cnni,germanwings-crash,rumour,"BREAKING Germanwings co-pilot's name is Andreas Lubitz, a German national, says Marseilles prosecutor",13
Australian Muslim community releases statement in response to #sydneysiege. http://t.co/r6UMUVGxHV,0,Y7News,sydneysiege,not_rumour,Australian Muslim community releases statement in response to sydneysiege.,9
#Ottawa Police say they are dealing with multiple suspects. Cannot confirm whether both/all have guns. Ottawa still pretty much locked down,1,l_stone,ottawashooting,rumour,Ottawa Police say they are dealing with multiple suspects. Cannot confirm whether both all have guns. Ottawa still pretty much locked down,22
No plans now that #Prince isn't performing in #Toronto? Come here for our surprise show w/ @MagnusBetner instead http://t.co/6QKYNrEBLt,1,comedybar,prince-toronto,rumour,No plans now that Prince isn't performing in Toronto? Come here for our surprise show w instead,17
How many lawsuits totalling how much $$$ are going to come out of the recent events in #Ferguson?,0,YourAnonNews,ferguson,not_rumour,How many lawsuits totalling how much are going to come out of the recent events in Ferguson?,17
Great Minds Think Alike But So Do DUMBASSES! Jesse Jackson: There's a '#Ferguson' near U http://t.co/PIlkbY2YB6 #tcot http://t.co/RRz31Fqc1m,0,AmyMek,ferguson,not_rumour,Great Minds Think Alike But So Do DUMBASSES! Jesse Jackson There's a 'Ferguson' near U tcot,16
just heard about the wretched events going on in sydney.. seeing this hurts because there's just nothing you can do to help.. #PrayForSydney,0,LOHANTHONY,sydneysiege,not_rumour,just heard about the wretched events going on in sydney.. seeing this hurts because there's just nothing you can do to help.. PrayForSydney,23
When white folks start discussing how POC should respond to blatant or covert racism &amp; oppression. -_- #Ferguson http://t.co/bjqZDZFOCY,0,ForRevolution,ferguson,not_rumour,When white folks start discussing how POC should respond to blatant or covert racism amp oppression. - - Ferguson,19
Paris police say 11 dead after shooting at French satirical weekly Charlie Hebdo http://t.co/K4WBMHDNxO,1,TIME,charliehebdo,rumour,Paris police say 11 dead after shooting at French satirical weekly Charlie Hebdo,13
Radical Forces Of A Big Blood To Take Over #Russia As #Putin Coup Rumors Fly Wildly! #VladimirPutin http://t.co/ZuHI0hpsKE,0,Putinizer,putinmissing,not_rumour,Radical Forces Of A Big Blood To Take Over Russia As Putin Coup Rumors Fly Wildly! VladimirPutin,17
"Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.",1,newhot899,ottawashooting,rumour,"Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.",13
I hope for everyones sake that this is fake but please just be careful if you live in or close to Sydney #sydneysiege http://t.co/NxwDSFVxqQ,1,Brianac5sos,sydneysiege,rumour,I hope for everyones sake that this is fake but please just be careful if you live in or close to Sydney sydneysiege,23
"The Salafi Response To The Terrorist Attacks In Paris, France: “Were they forbidding an evil?” by @AbuKhadeejahSP http://t.co/QcFbpdNH2e",0,SalafiPubs,charliehebdo,not_rumour,"The Salafi Response To The Terrorist Attacks In Paris, France Were they forbidding an evil? by",16
Free speech must not be silenced in the wake of Charlie Hebdo attack http://t.co/PcnpZcD9iM,0,guardian,charliehebdo,not_rumour,Free speech must not be silenced in the wake of Charlie Hebdo attack,13
Thousands of New Yorkers shut down Times Square in support of #JusticeForMikeBrown #Ferguson http://t.co/4YiZ7WPjuR,0,OccupyLondon,ferguson,not_rumour,Thousands of New Yorkers shut down Times Square in support of JusticeForMikeBrown Ferguson,13
UPDATE: Cop fatally shot as France hunts #CharlieHebdo massacre suspects http://t.co/DIw8C6Ng1s http://t.co/Rhfb6vC84P,1,NBCNews,charliehebdo,rumour,UPDATE Cop fatally shot as France hunts CharlieHebdo massacre suspects,10
"Community asks Nixon, ""why was your response delayed to our community?"" #Ferguson",0,BmoreConetta,ferguson,not_rumour,"Community asks Nixon, ""why was your response delayed to our community?"" Ferguson",12
Supermarket hostage-takers reportedly threaten to kill if police storm #CharlieHebdo suspects http://t.co/ATmBpjwW3b http://t.co/4auIDG7ljG,1,SkyNews,charliehebdo,rumour,Supermarket hostage-takers reportedly threaten to kill if police storm CharlieHebdo suspects,11
"#breaking Airbus A320 crashes in southern France with 148 people on board 
#Germanwings http://t.co/suRCtXRGsU",1,euronews,germanwings-crash,rumour,breaking Airbus A320 crashes in southern France with 148 people on board Germanwings,13
"Flags by terrorists in Sydney cafe read ""there is no God but Allah, Mohammed is the messenger of Allah"",but dare u bring religion into this!",0,ggiittiikkaa,sydneysiege,not_rumour,"Flags by terrorists in Sydney cafe read ""there is no God but Allah, Mohammed is the messenger of Allah"",but dare u bring religion into this!",25
Two police officers have been injured in a shooting in #Montrouge in southern #Paris - there is no direct link with the #CharlieHebdo attack,1,SkyNewsBreak,charliehebdo,rumour,Two police officers have been injured in a shooting in Montrouge in southern Paris - there is no direct link with the CharlieHebdo attack,24
#Putinmissing - just found him! #SundayFunday #VladimirPutin #Putin #putinnotdead http://t.co/FI9k9cKq7I http://t.co/HseiwTft5J,0,JonathanWadeCD,putinmissing,not_rumour,Putinmissing - just found him! SundayFunday VladimirPutin Putin putinnotdead,9
Why a hostage situation is neither the time nor place for selfies. #sydneysiege http://t.co/HuAR1JBrp2 http://t.co/UXnJUuSABn,0,Independent,sydneysiege,not_rumour,Why a hostage situation is neither the time nor place for selfies. sydneysiege,13
"#BREAKING @CNN reports #sydneysiege appears to be over. Two people are confirmed dead, three in serious condition.",1,CarolCNN,sydneysiege,rumour,"BREAKING reports sydneysiege appears to be over. Two people are confirmed dead, three in serious condition.",16
"If terrorism thrives on publicity, then the media has mostly played to script @Rory_Medcalf writes: http://t.co/eY2VcrnOJK #sydneysiege",0,LowyInstitute,sydneysiege,not_rumour,"If terrorism thrives on publicity, then the media has mostly played to script writes sydneysiege",15
PICTURES OF THE #PRINCEAMY QUEUING IN #TORONTO https://t.co/RkYChFJ2y4 SEND US YOUR PICS TO ADD TO OUR GALLERY! #PRINCE @3RDEYEGIRL,1,PrincePartyUK,prince-toronto,rumour,PICTURES OF THE PRINCEAMY QUEUING IN TORONTO SEND US YOUR PICS TO ADD TO OUR GALLERY! PRINCE,17
"Stephen Hawking's boycott hits Israel where it hurts;
rejection comes from a famous scientist now
#Ferguson  #Gaza http://t.co/QrWnHpE2cI",0,DrBasselAbuward,ferguson,not_rumour,Stephen Hawking's boycott hits Israel where it hurts rejection comes from a famous scientist now Ferguson Gaza,17
"Just be ready. When #Ferguson PD release the photo of #DarrenWilson, it will look something like this. http://t.co/JLT5TuaNdD",0,num1_fan,ferguson,not_rumour,"Just be ready. When Ferguson PD release the photo of DarrenWilson, it will look something like this.",17
Voltaire's gift: Why the battle for free speech is so important #CharlieHebdo http://t.co/7ioa4EHkju http://t.co/f9rwRMDani,0,BBCWorld,charliehebdo,not_rumour,Voltaire's gift Why the battle for free speech is so important CharlieHebdo,12
Germanwings Airbus A320 crashes in French Alps: flightradar data shows flight #4U9525 had rapid descent http://t.co/WcNAHONCnQ,1,guardian,germanwings-crash,rumour,Germanwings Airbus A320 crashes in French Alps flightradar data shows flight 4U9525 had rapid descent,15
"#OTTAWA SHOOTING: Police claim multiple suspects at large, ask people to avoid Paraliment area http://t.co/Zp9AKplH9p http://t.co/b3yQV4ewOs",1,RT_com,ottawashooting,rumour,"OTTAWA SHOOTING Police claim multiple suspects at large, ask people to avoid Paraliment area",14
"This is Rashaen Aldrige, 20. ""We're here to support the family, to let them know we have their back."" #Ferguson http://t.co/DECQ2VzS6Y",0,mattdpearce,ferguson,not_rumour,"This is Rashaen Aldrige, 20. ""We're here to support the family, to let them know we have their back."" Ferguson",20
"Meanwhile, in the Sydney CBD extremist lunatics hellbent on the destruction of modern Australia released a 2pm edition of their newspaper.",0,drunkenmadman,sydneysiege,not_rumour,"Meanwhile, in the Sydney CBD extremist lunatics hellbent on the destruction of modern Australia released a 2pm edition of their newspaper.",21
#RCMP advises if you are in downtown Ottawa to stay away from windows and off roofs due to ongoing police incident.,0,rcmpgrcpolice,ottawashooting,not_rumour,RCMP advises if you are in downtown Ottawa to stay away from windows and off roofs due to ongoing police incident.,21
Don't believe shit you see on TV. Residents of #Ferguson LIVE TWEETED this entire ordeal and we watched it unfold.,0,blowticious,ferguson,not_rumour,Don't believe shit you see on TV. Residents of Ferguson LIVE TWEETED this entire ordeal and we watched it unfold.,20
Reports coming out from Paris say the policeman murdered on the pavement was Ahmed Merabet. A French muslim. #JeSuisCharlie,0,nthurlbeck,charliehebdo,not_rumour,Reports coming out from Paris say the policeman murdered on the pavement was Ahmed Merabet. A French muslim. JeSuisCharlie,19
"WE OUT HERE IN #Ferguson cleaning up OUR city ! Handing out water, Gatorade, snacks, &amp; cleaning supplies #MikeBrown http://t.co/zmMRWFF0Ch",0,princebraden,ferguson,not_rumour,"WE OUT HERE IN Ferguson cleaning up OUR city ! Handing out water, Gatorade, snacks, amp cleaning supplies MikeBrown",19
"We're different, pls understand #JeSuisCharlie #NotInMyName http://t.co/4uoMLjd0t7",0,rasyadrizq,charliehebdo,not_rumour,"We're different, pls understand JeSuisCharlie NotInMyName",6
"When you feel justified in killing people over cartoons, you have clearly lost your mind. #CharlieHebdo",0,BinaShah,charliehebdo,not_rumour,"When you feel justified in killing people over cartoons, you have clearly lost your mind. CharlieHebdo",16
"My friend's mom is in Korea right now and she met Yonghwa, shooting for his drama. Here you go. http://t.co/fWmAScCY70",0,_juliyana,ottawashooting,not_rumour,"My friend's mom is in Korea right now and she met Yonghwa, shooting for his drama. Here you go.",19
