sid,Id,CreatedAt,author_id,OrigTweet,mVader,mRetweets,mLikes,mReplies,mHasURL,mHasMedia,mUFollowers,mUFollowing,mUTweets,mUVader,Rumour,Type of rumour,label,rumour_type,cleaned_tweet,word_count
15974,rP39bwAOmOaMO,2020-08-19 18:10:46+00:00,wpYmkm1,Only in UK can the accused refuse to go into the courtroom to face those whose lives were destroyed (un-ferkin believable! ) https://t.co/tfR0c9GHHB,-0.7649686210234,0,2,0,1,0,25,51,1625,-0.7649686210234,True,,unrelated,,Only in UK can the accused refuse to go into the courtroom to face those whose lives were destroyed un-ferkin believable!,21
5854,D6prlR0N0wMJv,2022-02-17 07:47:21+00:00,YM3mnY8x1RMYM,"Police Knew of Manchester Arena Bomber’s Terror Connections Three Years Before Attack
https://t.co/CdZgfzyrzO",-0.757936728959867,2,1,0,1,0,2932,3248,85610,-0.801086021129277,Fake,The police knew the attacker,misinformation,The police knew the attacker,Police Knew of Manchester Arena Bombers Terror Connections Three Years Before Attack,12
57742,3GbP8B7WB3Yl,2017-05-24 08:35:42+00:00,leXvr9E,#manchesterattack https://t.co/dBa62naDmh Refugee Abedi family import the Sectarian Libyan war to Britain.,-0.599373159673106,0,0,0,1,0,685,1399,95681,-0.721795627498081,Fake,Refugee bomber,misinformation,Refugee bomber,manchesterattack Refugee Abedi family import the Sectarian Libyan war to Britain.,11
16663,ewnGX0ZEAnpK3,2020-05-22 23:12:59+00:00,nqrDaDQ0QlbJ,22.05.17 Remembering those 22 people who died during the Manchester arena attack ❤️ #ManchesterArena #ManchesterRemembers #Manchester22 #iloveManchester,-0.771737211101106,0,0,0,0,0,982,934,1053,-0.771737211101106,True,,reliable,,22.05.17 Remembering those 22 people who died during the Manchester arena attack ManchesterArena ManchesterRemembers Manchester22 iloveManchester,16
47796,GknaMWnwmjzG,2017-05-27 07:00:00+00:00,9GjjzpMwkqYp,Not all heroes wear capes. https://t.co/EbDH8NowvW https://t.co/T2NUF12TM6,0.557370401713154,0,0,0,1,1,254,0,530,0.557370401713154,True,,unrelated,,Not all heroes wear capes.,5
60819,LznnxBnmnM6l,2017-05-23 22:17:03+00:00,qk4KWV,Manchester Arena Explosion: How the Ariana Grande Concert attack unfolded https://t.co/nnjAM9JXsa,-0.476657605574574,0,0,0,1,0,221537,13863,255774,-0.63631654637034,True,,reliable,,Manchester Arena Explosion How the Ariana Grande Concert attack unfolded,10
38879,dZ1dk6AdL7NJ,2017-09-14 15:34:52+00:00,eaW6YRo,"""...91 per cent – of those in custody held Islamist extremist views, while 5 per cent were from the far-right."" https://t.co/BgQxbx3c0T",0.0,0,0,0,1,0,357,1369,10055,0.0,True,,unrelated,,"""...91 per cent of those in custody held Islamist extremist views, while 5 per cent were from the far-right.""",19
64062,3GLnnvkzoVod,2017-05-23 18:13:23+00:00,1PWv8L3,"Of course they did, they just wanted to warn the world, what's the problem?

https://t.co/1aXPvwSJq5",-0.476657605574574,0,0,0,1,0,306,2174,34200,-0.476657605574574,True,,unrelated,,"Of course they did, they just wanted to warn the world, what's the problem?",14
46678,roeVn0ebV7jM,2017-05-28 18:21:38+00:00,n79KmxxY9Eml,SkyNewsBreak: Greater Manchester police says officers investigating the attack on the Manchester Arena have executed two warrants in Rushol…,-0.153093108923949,0,0,0,0,0,313,641,50747,-0.578006533400686,True,,reliable,,SkyNewsBreak Greater Manchester police says officers investigating the attack on the Manchester Arena have executed two warrants in Rushol,19
9136,PZMnDWaaJD1w7,2021-06-26 05:39:30+00:00,j4veZq,"Powerful &amp; clever stuff from @Telegraph

https://t.co/ObBTJ1UPIj",0.700349291735761,5,13,2,1,0,15809,4918,38149,-0.127323491429403,True,,unrelated,,Powerful amp clever stuff from,5
38097,0zDN3Wbkop8e,2017-11-07 19:57:08+00:00,6w0dxpo,Only three paramedics 'were allowed to treat victims' at Manchester Arena attack https://t.co/l4UtqQjvdH,-0.361157559257308,1,0,1,1,0,8420,6288,41879,-0.598799433685671,True,,reliable,,Only three paramedics 'were allowed to treat victims' at Manchester Arena attack,12
50704,9ZoQRMYYkOeG,2017-05-25 10:49:39+00:00,rLK4Q8ORQrPm,#Manchesterbombing mocked in vile tweets from Turkish Erdogan fans | #minutesilence  https://t.co/GCofwegIeg,-0.624893326938946,0,0,0,1,0,2618,1290,37406,-0.404269148423496,True,,reliable,,Manchesterbombing mocked in vile tweets from Turkish Erdogan fans minutesilence,10
86528,6WvNA04bGp9G,2017-05-23 02:08:11+00:00,e64EeJW,Jason Manford sobs as he takes in the horrific Manchester Arena terrorist attack which left 19 dead and scores… https://t.co/mz1FHbAccb https://t.co/D4YH2iE0Ve,-0.961225453587021,0,0,0,1,1,448,1659,54377,-0.633534225164382,True,,reliable,,Jason Manford sobs as he takes in the horrific Manchester Arena terrorist attack which left 19 dead and scores,19
59647,a3ZLQXD4zq9k,2017-05-24 01:29:02+00:00,VeQDq8,"The Guardian gonna be The Guardian, but this is great reporting. https://t.co/CAoAx99YvF",0.624893326938946,0,0,0,1,0,10725,246,475292,0.624893326938946,True,,unrelated,,"The Guardian gonna be The Guardian, but this is great reporting.",11
57288,vl3W6nQe18LQ,2017-05-24 09:55:48+00:00,Wr6dBX,So sorry to hear about the death of @martynhett - thoughts are with his family https://t.co/uePlV5VsYv,-0.636949942926426,2,1,0,1,0,4092,1492,11385,-0.290537985768442,True,,unrelated,,So sorry to hear about the death of - thoughts are with his family,14
11275,7D87NPGGRGz6A,2021-03-07 18:33:13+00:00,LpMKaK,"""Those responsible should be ashamed of themselves,"" a councillor has said
https://t.co/TV5MpdHBc3",-0.202288694969669,2,4,0,1,0,186225,129,236052,-0.649242482541574,True,,unrelated,,"""Those responsible should be ashamed of themselves,"" a councillor has said",11
2104,d6lJ33voQarO8,2022-11-22 11:16:10+00:00,B8oMOEMwEqY4O,"Part 2 of the @mcrinquiry reported ""significant failures"" in relation to the @jesip999 principles. 

In my recent blogpost I discuss how group psychology and establishing a shared sense of 'us-ness' might help improve interoperability going forwards. 

https://t.co/YpWfUajjG0",0.670478399654806,4,5,0,1,0,319,309,369,0.670478399654806,True,,unrelated,,"Part 2 of the reported ""significant failures"" in relation to the principles. In my recent blogpost I discuss how group psychology and establishing a shared sense of 'us-ness' might help improve interoperability going forwards.",34
3100,OOAxGB7KxKd8J,2022-10-31 21:20:26+00:00,j74R9xYKQPnbk,"@Iromg The ‘deadly twist’ was Salman Al Abedi.

In 2017.

The refugee suicide bomber.

Who, the Manchester Arena attack inquiry heard, aroused suspicions in someone who then worried whether he’d be viewed as ‘racist’ for raising them with security.

Don’t look back in anger though.",-0.956510808910458,0,0,0,0,0,202,226,14943,-0.956510808910458,Fake,Refugee bomber,misinformation,Refugee bomber,"The deadly twist was Salman Al Abedi. In 2017. The refugee suicide bomber. Who, the Manchester Arena attack inquiry heard, aroused suspicions in someone who then worried whether hed be viewed as racist for raising them with security. Dont look back in anger though.",44
74332,V9AMRGLWJBOq,2017-05-23 11:08:58+00:00,jnnWWLL,@David_Leavitt Will you be sending your vile tweet to her parents? Vile man https://t.co/OMhE8Bo1uB https://t.co/Aho4Z0XduU,-0.848122265505103,0,0,0,1,1,6914,4280,81361,-0.848122265505103,True,,unrelated,,Will you be sending your vile tweet to her parents? Vile man,12
52721,3GbEkwbrrrYl,2017-05-24 20:54:31+00:00,VGQeKw,Mussarat Ahmedzeb: 'The Manchester Arena attack was staged just to provide a boost to ManU in the Europa League final.',-0.102733099387503,1,9,1,0,0,95699,494,183339,-0.102733099387503,Fake,Conspiracy,misinformation,Conspiracy,Mussarat Ahmedzeb 'The Manchester Arena attack was staged just to provide a boost to ManU in the Europa League final.',20
79961,wZ7JWDE9pRaQ,2017-05-23 08:24:30+00:00,0PG9bXB,So terrible! 😢 Our thoughts and prayers go out to those who are affected! https://t.co/9u4y1HN5AS,-0.571885032070072,0,0,0,1,0,162,98,64209,-0.571885032070072,True,,unrelated,,So terrible! Our thoughts and prayers go out to those who are affected!,13
43479,67E3p7kBbdzG,2017-06-07 18:49:01+00:00,zYn4k6,Head Arianator on Ariana Grande's Response to Manchester Arena Attack: 'She Emphasizes That Love Always Wins' https://t.co/IgodGk1chl #music,0.709560194985489,0,0,0,1,0,5876,4798,365052,-0.490150795076639,True,,reliable,,Head Arianator on Ariana Grande's Response to Manchester Arena Attack 'She Emphasizes That Love Always Wins' music,17
14750,4zm9GMon4JOpE,2020-09-08 20:59:48+00:00,WA3md8Y,"At the second day of the Manchester Arena Inquiry. A police officer’s plea 24 minutes after the bombing: “Where are the ambulances?”

https://t.co/DtMAnQqGZW",0.0,0,0,0,1,0,2645,957,609,0.0,True,,reliable,,At the second day of the Manchester Arena Inquiry. A police officers plea 24 minutes after the bombing Where are the ambulances?,22
68344,V9AZ1KnEV4DJ,2017-05-23 14:41:53+00:00,ewN6qWW,'This country is calling out for a doctor. We need to know what will cure us. What action do we take? How can we... https://t.co/lJ2HGGnxwI,0.0,0,0,0,1,0,2176,678,1814659,-0.591076410390941,True,,unrelated,,'This country is calling out for a doctor. We need to know what will cure us. What action do we take? How can we...,24
19961,A90PQvrmq9bL,2019-10-24 14:09:48+00:00,WPMvRqWVLjXQ,"The inquests into the deaths of the twenty-two people killed in the 2017 Manchester Arena attack will now become a public inquiry. 
https://t.co/oCJARq6LOH via @juriosity",-0.909989136872722,0,0,0,1,0,885,734,2713,-0.909989136872722,True,,reliable,,The inquests into the deaths of the twenty-two people killed in the 2017 Manchester Arena attack will now become a public inquiry. via,23
53162,0GnOmDqrqvPw,2017-05-24 19:25:27+00:00,3KQP3WnOEvj0,"#PrayForManchester #WeStandTogetherManchester #Share

#Manchester Arena #bomb maker at large and could strike again https://t.co/RMArd9JjV0",-0.128036879932896,17,1,0,1,0,197852,161021,325880,-0.47129876565897,True,,reliable,,PrayForManchester WeStandTogetherManchester Share Manchester Arena bomb maker at large and could strike again,13
75519,n7DBNELk7wEG,2017-05-23 10:29:51+00:00,La473bG,https://t.co/NyTAaCs8KU This is the London mayor group that he supports,0.401923825269382,0,0,0,1,0,615,713,15296,-0.108598253937442,True,,unrelated,,This is the London mayor group that he supports,9
27831,rmkE3xlBYrMO,2018-05-24 13:34:20+00:00,1Abl3Ex,"#manchesterattack Manchester:The Night of the Bomb is an extraordinary powerful film by @AmosPictures1. @gmpolice have heavy questions to answer over wrong decision on calling Manchester Arena ""hot zone"" with ""live shooter"" when bomber was dead, delaying mass casualty treatment.",-0.904216237352023,3,6,1,0,0,280602,4208,125769,-0.904216237352023,True,,reliable,,"manchesterattack Manchester The Night of the Bomb is an extraordinary powerful film by . have heavy questions to answer over wrong decision on calling Manchester Arena ""hot zone"" with ""live shooter"" when bomber was dead, delaying mass casualty treatment.",39
44630,0GjnVXwpn73d,2017-06-01 12:00:19+00:00,MWb9bBA,"Reflecting the positivity that the city has shown following the horrific #Manchester Arena attack on 22 May, was Moss Side’s Youth Festival.",-0.25,0,0,0,0,0,3759,782,21304,-0.424561448442593,True,,reliable,,"Reflecting the positivity that the city has shown following the horrific Manchester Arena attack on 22 May, was Moss Sides Youth Festival.",22
81652,WPJolOQGbm8V,2017-05-23 07:16:07+00:00,kdxYwB,Children among 22 killed by bomb – The Religion of Peace™ is celebrating https://t.co/pHqLlAGmRO #multiculturalism #CloseTheBorders #war,-0.128036879932896,0,0,0,1,0,1117,3494,59843,-0.128036879932896,Fake,Refugee bomber,misinformation,Refugee bomber,Children among 22 killed by bomb The Religion of Peace is celebrating multiculturalism CloseTheBorders war,15
2138,ewZEGWBberxRe,2022-11-20 20:04:55+00:00,jjRELY0,@tcsavunma That’s the same as if the U.K. bombed Libya after Libyans bombed the Manchester arena concert. There would have been an international outcry. Or bomb Pakistan every time a Pakistani terrorist stab a load of people.,-0.943242218283799,0,0,0,0,0,2,4,16,-0.943242218283799,Fake,Refugee bomber,misinformation,Refugee bomber,Thats the same as if the U.K. bombed Libya after Libyans bombed the Manchester arena concert. There would have been an international outcry. Or bomb Pakistan every time a Pakistani terrorist stab a load of people.,36
80799,DX3WbkjqP8oP,2017-05-23 07:51:15+00:00,nRwbWKeamj68,https://t.co/Kd1tapcVTG explosion: Witnesses share their stories,0.295958174200194,0,0,0,1,0,52,104,40070,-0.437384993102001,True,,reliable,,explosion Witnesses share their stories,5
29188,aBrRY8eqnYvD,2018-05-22 11:40:52+00:00,1AMopnV,Ariana Grande has paid tribute to the 22 people killed in the bomb blast at her Manchester Arena gig - which happened exactly a year ago. https://t.co/inkOJRKvWO,-0.827129996023704,0,3,0,1,0,7085,1415,29335,-0.627290405125599,True,,reliable,,Ariana Grande has paid tribute to the 22 people killed in the bomb blast at her Manchester Arena gig - which happened exactly a year ago.,26
87355,dM4rl1vNPJoO,2017-05-23 01:04:38+00:00,bM9LZ3,19 people dead and 50 injured in Manchester Arena 'terrorist suicide bomb attack' https://t.co/XCtJaPEoCP https://t.co/mJrNzlbmMO,-0.973540281062461,237,124,19,1,1,745770,532,400750,-0.646579679690662,True,,reliable,,19 people dead and 50 injured in Manchester Arena 'terrorist suicide bomb attack',13
24756,zDP6Mv7NKqNd,2019-01-04 06:22:57+00:00,PVqNkW0,A report by MPs found David Cameron “ultimately responsible” for Libya’s bloody collapse because of his flawed intervention to help overthrow Gaddafi  https://t.co/vjLKYkrnIJ,-0.636949942926426,0,0,0,1,0,257,2347,9516,-0.636949942926426,True,,unrelated,,A report by MPs found David Cameron ultimately responsible for Libyas bloody collapse because of his flawed intervention to help overthrow Gaddafi,22
11,J1YmLA1v6Jzzp,2023-03-21 09:18:32+00:00,XApnb1dor39mx,@zamardzahid @pritipatel @SuellaBraverman @RishiSunak @sabir_zazai @SUTRScotland It would take a million law abiding illegal migrants to pay for the Manchester arena attack and another for the 7/7 London attack. Net contribution - entirely and grossly negative to this country.,-0.946602013099253,0,0,0,0,0,3134,3556,11114,-0.946602013099253,Fake,Refugee bomber,misinformation,Refugee bomber,It would take a million law abiding illegal migrants to pay for the Manchester arena attack and another for the 7 7 London attack. Net contribution - entirely and grossly negative to this country.,34
64775,wZ7z1LJw4XBR,2017-05-23 17:31:55+00:00,GN3N8P,"Our reporter is at the Liverpool vigil in Williamson Square - latest here
https://t.co/6HZheQFfRJ",0.0,2,10,2,1,0,533640,1121,467591,-0.37271506114442,True,,unrelated,,Our reporter is at the Liverpool vigil in Williamson Square - latest here,13
6847,D6Z7bBmKYvx0N,2021-11-26 04:33:26+00:00,wk6wqna,"Abdalraouf Abdallah, a convicted terrorist, confirms that he spoke to Salman Abedi, the #IS operative who carried out the 2017 Manchester Arena attack, about ""martyrdom"" as far back as 2014, but claims this was ""normal chitchat"". https://t.co/7gU1AxZdao",-0.831632035280786,2,4,0,1,0,45970,5134,145924,-0.552127900007394,True,,reliable,,"Abdalraouf Abdallah, a convicted terrorist, confirms that he spoke to Salman Abedi, the IS operative who carried out the 2017 Manchester Arena attack, about ""martyrdom"" as far back as 2014, but claims this was ""normal chitchat"".",36
73803,vlwL1benG0mv,2017-05-23 11:26:01+00:00,PZQb8oW,"""I would have no trouble explaining this to my teenage daughter. If you understand the murderous nature of... https://t.co/DLjz9JEYK9",-0.784527379658275,0,0,0,1,0,285,500,39355,-0.784527379658275,True,,unrelated,,"""I would have no trouble explaining this to my teenage daughter. If you understand the murderous nature of...",18
24750,0nkNeNQb4eRd,2019-01-04 20:00:00+00:00,djOpBw,"A well-deserved honour for Jessica
https://t.co/ayeiinpXfX https://t.co/HDokXrA8Hf",0.700349291735761,0,0,0,1,1,6982,429,21329,-0.351708045142492,True,,unrelated,,A well-deserved honour for Jessica,5
20643,rKQAPmGO0bP8,2019-08-02 11:25:37+00:00,KQokEKO,A breakdown of where the money raised by the @WeLoveMCRfund has been spent https://t.co/s3p3AA5rX7,0.0,2,4,0,1,0,107070,3689,112234,-0.319662132718462,True,,unrelated,,A breakdown of where the money raised by the has been spent,12
85749,vlwB7P8OJ79b,2017-05-23 03:19:33+00:00,XAMDl1x,#manchesterexplosion Injured being treated in various #Manchester hospitals Follow #LIVE: https://t.co/9Y87zqscDe,-0.401923825269382,1,2,1,1,0,2118823,911,690332,-0.398088187154766,True,,reliable,,manchesterexplosion Injured being treated in various Manchester hospitals Follow LIVE,10
22527,xMNXMOK8RqGb,2019-05-22 07:53:43+00:00,Vp4w79q,Remembering the 22 innocent lives lost in the Manchester Arena attack on this day in 2017 #ManchesterStrong https://t.co/IHRyMDigOg,-0.458831467741123,0,2,0,1,1,474,1549,20613,-0.458831467741123,True,,reliable,,Remembering the 22 innocent lives lost in the Manchester Arena attack on this day in 2017 ManchesterStrong,17
4203,rP14VW4Z8zLLb,2022-05-22 17:09:37+00:00,rPwZNBDM4jwK9,@WcSauce2 @utdreport On the anniversary of the Manchester arena attack 😬,-0.476657605574574,0,0,0,0,0,139,479,5583,-0.476657605574574,True,,reliable,,On the anniversary of the Manchester arena attack,8
24593,7rDV6mNDj9JX,2019-01-25 09:47:33+00:00,zr4o60r,"@TillBancroft_ Hi, did you get tickets? If not I'm selling 2 standing face value tickets here if interested: https://t.co/YaPHmQEmvD (Bought as a gift but they can no longer attend)",0.790569415042095,0,0,0,1,0,910,760,851,0.749866945390003,True,,unrelated,,"Hi, did you get tickets? If not I'm selling 2 standing face value tickets here if interested Bought as a gift but they can no longer attend",27
71182,6WvKQemOAAxJ,2017-05-23 12:46:27+00:00,VPMv4Ym,Signs appear across Manchester showing solidarity in the face of terror after Ariana Grande suicide bomb attack https://t.co/oaAiE5MoAa,-0.918558653543692,1,1,0,1,0,5173,353,8077,-0.635293713569273,True,,reliable,,Signs appear across Manchester showing solidarity in the face of terror after Ariana Grande suicide bomb attack,17
55458,oQ6eRA7MEBK4,2017-05-24 14:00:35+00:00,eWD00Y,"#ISIS has put soldiers on UK streets to supplement the police, something neither the #Nazis or #Soviets ever managed.https://t.co/FtF6SfjRwa https://t.co/7d8wb1fHwx",0.0,14,7,5,1,1,30603,330,12131,0.0,True,,unrelated,,"ISIS has put soldiers on UK streets to supplement the police, something neither the Nazis or Soviets ever managed.",19
6468,0WVQJQ4W1pG9d,2021-12-21 06:47:56+00:00,aNQV6erRWYdE,#Manchester Arena attack: Victim's mum graduates in #counterterrorism - BBC News https://t.co/jUX9mGgh5D,-0.636949942926426,0,0,0,1,0,583,909,1374,-0.727114054462818,True,,reliable,,Manchester Arena attack Victim's mum graduates in counterterrorism - BBC News,11
78704,a3Zdj6QvpzGQ,2017-05-23 09:00:37+00:00,VaxQa0,"Goodness!
Children among 22 dead in suicide attack in #Manchester – https://t.co/dP3rI1bFqa",-0.872021592554982,4,1,0,1,0,40690,1807,35329,-0.500029236243939,True,,reliable,,Goodness! Children among 22 dead in suicide attack in Manchester,10
3891,wpvM04VpBn6bv,2022-06-13 07:42:29+00:00,1z8GdG,A survivor of the #Manchester Arena bombing has completed a charity challenge to climb Mount Kilimanjaro. @MartinHibbert is raising money for @spinalinjuries - who have been helping him since the attack in May 2017 #HeartNews https://t.co/7kdYCQjvW5,0.571885032070072,5,15,0,1,0,10491,1405,49381,-0.516654482341318,True,,reliable,,A survivor of the Manchester Arena bombing has completed a charity challenge to climb Mount Kilimanjaro. is raising money for - who have been helping him since the attack in May 2017 HeartNews,33
4386,WBVAkdxp1ZPpA,2022-05-22 11:00:12+00:00,PVv9jw0,"Today is the fifth anniversary of the attack at Manchester Arena. Tonight Stockport Town Hall will be lit white and the flag will lowered to half-mast to show solidarity for the 22 lives and for everyone who has been affected by the tragic event that night. 
#WeStandTogether",-0.7184212081071,0,4,0,0,0,10012,245,18182,-0.457874945893155,True,,reliable,,Today is the fifth anniversary of the attack at Manchester Arena. Tonight Stockport Town Hall will be lit white and the flag will lowered to half-mast to show solidarity for the 22 lives and for everyone who has been affected by the tragic event that night. WeStandTogether,47
57532,3GbJXanP4LlZ,2017-05-24 09:23:53+00:00,3XPzeAv,Do you Trust Mrs May ? She is incompetent ! https://t.co/pGE3BihKlt,0.0515710623129396,5,1,0,1,0,28810,28654,724408,-0.623604994604349,True,,unrelated,,Do you Trust Mrs May ? She is incompetent !,10
5851,LAR3PZEWXGxkK,2022-02-17 10:43:31+00:00,ZJ09l0,"WHAT? Failing to get MI5’s IT to work contributed to the Manchester Arena terrorist bomb attack, 22 deaths and 100s injured. (Guardian 16 Feb) https://t.co/eytInAPWIm",-0.967838587347613,1,3,0,1,1,1097,417,18599,-0.967838587347613,True,,reliable,,"WHAT? Failing to get MI5s IT to work contributed to the Manchester Arena terrorist bomb attack, 22 deaths and 100s injured. Guardian 16 Feb",24
74177,wZ7LERAGJ6Nr,2017-05-23 11:13:12+00:00,0q43LGE,"[Right Wing Daily] ""I will call them, from now on, losers because that's what… https://t.co/IVL2yqkN4h #FeaturedStories #Tile #WorldNews https://t.co/tFGiONUvwU",-0.526741537567377,0,0,0,1,1,552,3934,167171,-0.579824460376332,True,,unrelated,,"Right Wing Daily ""I will call them, from now on, losers because that's what FeaturedStories Tile WorldNews",17
387,E4aVqeqNWmnQD,2023-03-04 16:15:32+00:00,vpEoddP9R04J1,"@Care4Calais 22 children blown up by a bomb detonated by a migrant “rescued” from the channel.
Their blood on your hands. Manchester Arena. Never forget. Never forgive.",0.620982601938393,24,205,5,0,0,1608,1760,21559,-0.201189512727673,Fake,Refugee bomber,misinformation,Refugee bomber,22 children blown up by a bomb detonated by a migrant rescued from the channel. Their blood on your hands. Manchester Arena. Never forget. Never forgive.,26
80474,jO3DEzQpXbr0,2017-05-23 08:04:13+00:00,KQWz0bN,Manchester Arena attack: what we know so far | UK news | The Guardian - https://t.co/lOsWFbv7a5,-0.476657605574574,0,0,0,1,0,98,207,95293,-0.476657605574574,True,,reliable,,Manchester Arena attack what we know so far UK news The Guardian -,13
26222,D3zoMwwEmDKv,2018-09-08 19:18:58+00:00,E47d87D,@allaboutariana1 @ArianaGrande I'd never heard of Ariana until the dreadful Manchester Arena terrorist attack. How she conducted herself in the following few weeks was unbelievable and when she organised the concert at Old Trafford cricket ground was amazing think everyone in Manchester has heard of her now,-0.200832944719499,0,0,0,0,0,731,1184,30495,-0.200832944719499,True,,reliable,,I'd never heard of Ariana until the dreadful Manchester Arena terrorist attack. How she conducted herself in the following few weeks was unbelievable and when she organised the concert at Old Trafford cricket ground was amazing think everyone in Manchester has heard of her now,45
14621,D6Y8WJakomjw1,2020-09-13 15:57:33+00:00,Zz90vb,The tragedy is that this catalogue of misunderstandings and disasters no longer surprises me about our country. https://t.co/daj3orwgaA,-0.880672176774278,0,0,0,1,0,2160,2221,60058,-0.880672176774278,True,,unrelated,,The tragedy is that this catalogue of misunderstandings and disasters no longer surprises me about our country.,17
30273,vZlw9V1zBxKQ,2018-05-22 06:34:05+00:00,kp3lej4,Nobody will ever forget what happened #MUFC https://t.co/ofxSmu6W5u,-0.226347954672536,0,0,0,1,0,2667,861,16624,-0.226347954672536,True,,unrelated,,Nobody will ever forget what happened MUFC,7
