text,is_rumor,user.handle,topic,label,cleaned_tweet,word_count
Stay tuned. Cornelius Gurlitt's overlooked heirs want control of his Nazi-era 'degenerate art' estate http://t.co/VtkOK07dhj via @dw_english,0,artrecovery,gurlitt,not_rumour,Stay tuned. Cornelius Gurlitt's overlooked heirs want control of his Nazi-era 'degenerate art' estate via,15
Where should the Gurlitt collection go?  :Many people sounding off on before  the upcoming press conference Monday. http://t.co/G5sv6tq6Hf,0,sauterne,gurlitt,not_rumour,Where should the Gurlitt collection go? Many people sounding off on before the upcoming press conference Monday.,17
"Gurlitt Kunstmuseum Bern update:  There is no update, since everyone who cares about the possible transfer of the... http://t.co/HgeRr6qGWO",0,plunderedart,gurlitt,not_rumour,"Gurlitt Kunstmuseum Bern update There is no update, since everyone who cares about the possible transfer of the...",18
Challenge to Kunstmuseum Bernby cousin of #Gurlitt should not affected decision to accept the gift of artworks.,0,meddybln,gurlitt,not_rumour,Challenge to Kunstmuseum Bernby cousin of Gurlitt should not affected decision to accept the gift of artworks.,17
"German, Swiss handling of Gurlitt hoard and bequest is all wrong, says senior Austrian curator http://t.co/4Ioh8t2GfS http://t.co/diZjKe0gN6",0,TheArtNewspaper,gurlitt,not_rumour,"German, Swiss handling of Gurlitt hoard and bequest is all wrong, says senior Austrian curator",15
Gurlitt press release concludes. Many questions being raised by attendees on state of task force investigation and limbo nazi loot objects.,0,ARCA_artcrime,gurlitt,not_rumour,Gurlitt press release concludes. Many questions being raised by attendees on state of task force investigation and limbo nazi loot objects.,21
#Swiss Museum to Accept Gurlitt 'Nazi Art': The rightful owners will be identified first and great art will unhoarded.A win-win situation.,1,OntarioCanuck,gurlitt,rumour,Swiss Museum to Accept Gurlitt 'Nazi Art' The rightful owners will be identified first and great art will unhoarded.A win-win situation.,21
[NYTimes:  Judaism] Swiss Museum Accepts Bequest of Nazi-Era Art http://t.co/bxli70bsrj,1,TheWonderngJew,gurlitt,rumour,NYTimes Judaism Swiss Museum Accepts Bequest of Nazi-Era Art,9
"Nearly 3 years of silence, transparency re #Gurlitt, Munich Art Trove. The agreement: http://t.co/K4lSeUl2LM",1,meddybln,gurlitt,rumour,"Nearly 3 years of silence, transparency re Gurlitt, Munich Art Trove. The agreement",13
"Funny twist in the Gurlitt donation to the Kunstmuseum Bern: The head of the Belvedere Museum in Vienna, which... http://t.co/lqTpkYSgAX",0,plunderedart,gurlitt,not_rumour,"Funny twist in the Gurlitt donation to the Kunstmuseum Bern The head of the Belvedere Museum in Vienna, which...",19
Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum http://t.co/0BVM72mRvg #fineart,0,fineart_agent,gurlitt,not_rumour,Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum fineart,13
Swiss Bern Art Museum to accept Gurlitt 'Nazi art' #art #museum http://t.co/ehifu5hLQR,1,CurzonPR,gurlitt,rumour,Swiss Bern Art Museum to accept Gurlitt 'Nazi art' art museum,11
"On the eve of a major announcement regarding the (amended) fate of the Cornelius Gurlitt collection, a cousin of... http://t.co/RsSb1ycFDd",0,plunderedart,gurlitt,not_rumour,"On the eve of a major announcement regarding the amended fate of the Cornelius Gurlitt collection, a cousin of...",19
Swiss Museum Deciding on Gurlitt Art Trove http://t.co/XXtPj0Sz4q,0,GMAPopNews,gurlitt,not_rumour,Swiss Museum Deciding on Gurlitt Art Trove,7
Swiss museum to accept hundreds of works of art bequeathed by German Nazi-era art hoarder Cornelius Gurlitt http://t.co/7DHYBAL0QK,1,BBCBreaking,gurlitt,rumour,Swiss museum to accept hundreds of works of art bequeathed by German Nazi-era art hoarder Cornelius Gurlitt,17
#Swiss Museum Accepts Art Trove With #Nazi-Looted Works http://t.co/Qn1NW6kOpl  via @BloombergNews #Gurlitt,1,ZSchneeweiss,gurlitt,rumour,Swiss Museum Accepts Art Trove With Nazi-Looted Works via Gurlitt,10
Nazi-looted art: Why Germany hasn't dealt with it #interview http://t.co/Fzg3IfgckR #gurlitt http://t.co/JdrBJAMiz7,0,dw_culture,gurlitt,not_rumour,Nazi-looted art Why Germany hasn't dealt with it interview gurlitt,10
Breaking: Swiss art museum accepts artworks bequeathed by late art dealer Gurlitt http://t.co/9U2VbvB8tz,1,WSJAsia,gurlitt,rumour,Breaking Swiss art museum accepts artworks bequeathed by late art dealer Gurlitt,12
Last-minute lawsuit filed by relative of Cornelius Gurlitt over Nazi-era art hoard: A relative of lat... http://t.co/MlDaJVnaH3 #artnews,0,BGallery_Art,gurlitt,not_rumour,Last-minute lawsuit filed by relative of Cornelius Gurlitt over Nazi-era art hoard A relative of lat... artnews,17
Swiss museum to decide future of Gurlitt art trove - http://t.co/MXd15JWhWM,0,ynetnews,gurlitt,not_rumour,Swiss museum to decide future of Gurlitt art trove -,10
Last-minute lawsuit filed by relative of Cornelius Gurlitt over Nazi-era art hoard http://t.co/cWPAxyaCB2 Pls RT @ Seb_Kirby,0,Seb_Kirby,gurlitt,not_rumour,Last-minute lawsuit filed by relative of Cornelius Gurlitt over Nazi-era art hoard Pls RT Seb Kirby,16
The Gurlitt art collection no one - and everyone - wants - SWI swissinfo.ch http://t.co/7j0ZLfv7d1 @swissinfo_en,0,sibradley1,gurlitt,not_rumour,The Gurlitt art collection no one - and everyone - wants - SWI swissinfo.ch,14
Chris Marinello commenting on the #Gurlitt case on @BBCr4today - listen now http://t.co/M1r4FKnS0f,0,artrecovery,gurlitt,not_rumour,Chris Marinello commenting on the Gurlitt case on - listen now,11
Breaking news: Kunstmuseum Bern accepts Cornelius Gurlitt estate.,1,ARCA_artcrime,gurlitt,rumour,Breaking news Kunstmuseum Bern accepts Cornelius Gurlitt estate.,8
Watching Kunstmuseum Bern this week for Gurlitt decision. An article on Gurlitt and Nazi loot from a few months back: http://t.co/Lw93hLyUhg,0,ArtandIPLaw,gurlitt,not_rumour,Watching Kunstmuseum Bern this week for Gurlitt decision. An article on Gurlitt and Nazi loot from a few months back,20
Gurlitt’s Museum Bequest Is Challenged http://t.co/I8chboixpD,0,nytimesarts,gurlitt,not_rumour,Gurlitts Museum Bequest Is Challenged,5
Gurlitt collection accepted by Kunstmuseum Bern @artnet http://t.co/d2n5Im5qWs,1,Ruschka,gurlitt,rumour,Gurlitt collection accepted by Kunstmuseum Bern,6
Germany - Will of Munich recluse who left suspected Nazi-looted art to museum called into question: http://t.co/Eihf71h9Bw via @Telegraph,0,STEPSociety,gurlitt,not_rumour,Germany - Will of Munich recluse who left suspected Nazi-looted art to museum called into question via,17
"German and Swiss handling of Gurlitt hoard and his bequest is all wrong, says senior Austrian curator, see http://t.co/oS5eu0rzEx",0,JavierPes1,gurlitt,not_rumour,"German and Swiss handling of Gurlitt hoard and his bequest is all wrong, says senior Austrian curator, see",18
.@KunstmuseumBern goes to Berlin today. http://t.co/P2OPRLlKev #Gurlitt,0,KatharinaBart,gurlitt,not_rumour,. goes to Berlin today. Gurlitt,6
"#DAILYCHECKLIST Gurlitt Decision Looms @KunstmuseumBern, French Mus Faces Fraud Charges &amp; More http://t.co/7cdviHSFVr http://t.co/8zTMfQPc0t",0,artinfodotcom,gurlitt,not_rumour,"DAILYCHECKLIST Gurlitt Decision Looms , French Mus Faces Fraud Charges amp More",12
Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum http://t.co/L1KH8oFGog,0,nytimesarts,gurlitt,not_rumour,Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum,12
Munich District Court has confirmed the application of Cornelius Gurlitt's cousin on a certificate of inheritance. Details on this today.,0,ARCA_artcrime,gurlitt,not_rumour,Munich District Court has confirmed the application of Cornelius Gurlitt's cousin on a certificate of inheritance. Details on this today.,20
Swiss museum deciding on Gurlitt art trove http://t.co/WIfA6dDq3Q,0,FOX23,gurlitt,not_rumour,Swiss museum deciding on Gurlitt art trove,7
Live Streaming link for Joint Press Conference on Cornelius Gurlitt estate.  http://t.co/Hm8Q6SyHZv,0,sauterne,gurlitt,not_rumour,Live Streaming link for Joint Press Conference on Cornelius Gurlitt estate.,11
‘The Gurlitt collection should be sold to benefit Jewish organisations’ - The Art Newspaper http://t.co/DZLCSAoGIp,0,helen_whittle,gurlitt,not_rumour,The Gurlitt collection should be sold to benefit Jewish organisations - The Art Newspaper,14
"Gurlitt case:   The German Minister of Justice says Switzerland is the "" right place "" for the disputed collection.",1,sauterne,gurlitt,rumour,"Gurlitt case The German Minister of Justice says Switzerland is the "" right place "" for the disputed collection.",19
Last-minute lawsuit filed by relative of Cornelius Gurlitt over Nazi-era art hoard http://t.co/x8RvHI4QSi,0,OldHollandPaint,gurlitt,not_rumour,Last-minute lawsuit filed by relative of Cornelius Gurlitt over Nazi-era art hoard,12
Schäublin agreement in accepting Gurlitt collection : Objects with suspicion of being Nazi-looted art will initially remain in Germany.,1,ARCA_artcrime,gurlitt,rumour,Schublin agreement in accepting Gurlitt collection Objects with suspicion of being Nazi-looted art will initially remain in Germany.,18
Swiss Museum will take part in provenance research of #Gurlitt collection with the goal of swiftly clarifying questions re Nazi-looted art,0,meddybln,gurlitt,not_rumour,Swiss Museum will take part in provenance research of Gurlitt collection with the goal of swiftly clarifying questions re Nazi-looted art,21
Breaking: Swiss museum to accept hundreds of artworks bequeathed by German Nazi-era art hoarder Cornelius Gurlitt. http://t.co/UKEDqQAvOY,1,BBCNewsEnts,gurlitt,rumour,Breaking Swiss museum to accept hundreds of artworks bequeathed by German Nazi-era art hoarder Cornelius Gurlitt.,16
"Bern's Museum of Fine Arts is set to announce its decision regarding the Gurlitt collection on Monday, Nov. 24! http://t.co/MdboiCwXbk",0,USCBS_org,gurlitt,not_rumour,"Bern's Museum of Fine Arts is set to announce its decision regarding the Gurlitt collection on Monday, Nov. 24!",19
Kunstmuseum Bern Obtains Trove From Gurlitt Collection http://t.co/p0sx6iA1el,1,nytimesarts,gurlitt,rumour,Kunstmuseum Bern Obtains Trove From Gurlitt Collection,7
Swiss museum accepts art from Gurlitt http://t.co/DFak0YrOry via @WSJ,1,WSJ,gurlitt,rumour,Swiss museum accepts art from Gurlitt via,7
ARCAblog | Gurlitt Art Collection: An Interview with Art Recovery's Christopher Marinello on the eve of the Ku... http://t.co/s4xRB6v91b,0,ARCA_artcrime,gurlitt,not_rumour,ARCAblog Gurlitt Art Collection An Interview with Art Recovery's Christopher Marinello on the eve of the Ku...,17
"'Degenerate art' belongs in a museum, says judge http://t.co/AJsW7RRkS4",0,TheLocalGermany,gurlitt,not_rumour,"'Degenerate art' belongs in a museum, says judge",8
"""A milestone in coming to terms with our history"", German culture minister Monika Grütters on decision to send #Gurlitt collection to Bern",1,connollyberlin,gurlitt,rumour,"""A milestone in coming to terms with our history"", German culture minister Monika Grtters on decision to send Gurlitt collection to Bern",22
Alfred Weidinger @belvederewien proposes to sell #gurlitt collection @TheArtNewspaper - my comment @KURIER_KULTUR http://t.co/iCUv8RRLs6,0,michuvienna,gurlitt,not_rumour,Alfred Weidinger proposes to sell gurlitt collection - my comment,10
"""Litigation seems inevitable in the Gurlitt case"" http://t.co/QkkGjPjHpq",0,mattlodder,gurlitt,not_rumour,"""Litigation seems inevitable in the Gurlitt case""",7
Treasures of an amazing collection of paintings hidden in an apartment in Munich -  http://t.co/SA6HeS3zQM #BMTH http://t.co/4UnQEroQcJ,0,MarionMertins,gurlitt,not_rumour,Treasures of an amazing collection of paintings hidden in an apartment in Munich - BMTH,15
Swiss museum accepts Gurlitt art bequest http://t.co/3dmYas7S70,1,fastFT,gurlitt,rumour,Swiss museum accepts Gurlitt art bequest,6
"Gurlitt's problematic bequest accepted by Swiss museum but works likely to have been looted to remain in Germany, see http://t.co/qD9kfzhYqm",1,TheArtNewspaper,gurlitt,rumour,"Gurlitt's problematic bequest accepted by Swiss museum but works likely to have been looted to remain in Germany, see",19
Swiss museum to decide future of Gurlitt art trove: BERLIN (AP) — A Swiss museum and German officials plan to ... http://t.co/E9J50yeUM2,0,CirculolecRoma,gurlitt,not_rumour,Swiss museum to decide future of Gurlitt art trove BERLIN AP A Swiss museum and German officials plan to ...,20
Swiss museum decides to accept Gurlitt Nazi-era art trove: A Swiss museum has accepted the bequest of a large ... http://t.co/5pnmb8ZiNq,1,dw_germany,gurlitt,rumour,Swiss museum decides to accept Gurlitt Nazi-era art trove A Swiss museum has accepted the bequest of a large ...,20
.@fastFT: Swiss museum accepts Gurlitt art bequest http://t.co/0U8i5scqWb,1,FinancialTimes,gurlitt,rumour,. Swiss museum accepts Gurlitt art bequest,7
#BREAKING - Museum of Fine Arts Bern to accept #Gurlitt art collection.,1,dw_culture,gurlitt,rumour,BREAKING - Museum of Fine Arts Bern to accept Gurlitt art collection.,12
"Kunstmuseum Bern, Germany to Hold Press Conference in Berlin Monday November 24, 2014 re: Gurlitt bequest http://t.co/jzlpE82fyG",0,NicholasMOD,gurlitt,not_rumour,"Kunstmuseum Bern, Germany to Hold Press Conference in Berlin Monday November 24, 2014 re Gurlitt bequest",16
"Gurlitt soap opera update: last-minute (?) twist to the ever-weird Gurlitt legacy mini-series...
The... http://t.co/OFntJZ7whl",0,plunderedart,gurlitt,not_rumour,Gurlitt soap opera update last-minute ? twist to the ever-weird Gurlitt legacy mini-series... The...,14
And the accord on the Nazi-era art hoard of Cornelius Gurlitt is signed http://t.co/G9YHmtyCjT,1,doberah,gurlitt,rumour,And the accord on the Nazi-era art hoard of Cornelius Gurlitt is signed,13
Sounds like a good resolution to conundrum of what to do with the Gurlitt Nazi-looted art stash: Bern museum  http://t.co/xeeXQuAunl,0,German_History,gurlitt,not_rumour,Sounds like a good resolution to conundrum of what to do with the Gurlitt Nazi-looted art stash Bern museum,19
Swiss museum confirms it will take on #Gurlitt collection,1,connollyberlin,gurlitt,rumour,Swiss museum confirms it will take on Gurlitt collection,9
"3rd work in #Gurlitt collection found to have been loted, 'Klavierespieler' from Carl Spitzweg to be returned to Jewish heirs",0,meddybln,gurlitt,not_rumour,"3rd work in Gurlitt collection found to have been loted, 'Klavierespieler' from Carl Spitzweg to be returned to Jewish heirs",20
#Gurlitt's art collection is going to a Bern museum. Here's a look back at how it came to that http://t.co/7qoJQRTZlF http://t.co/t37tgc2pP0,1,dw_culture,gurlitt,rumour,Gurlitt's art collection is going to a Bern museum. Here's a look back at how it came to that,19
Family claims #CorneliusGurlitt was mentally unfit. Read the news @Artlyst http://t.co/1tmcwtUYC8 http://t.co/tfH3caD1EP,1,Artlyst,gurlitt,rumour,Family claims CorneliusGurlitt was mentally unfit. Read the news,9
#Gurlitt Bern museum accepts controversial art hoard - SWI swissinfo.ch http://t.co/B0udLwiK1J @swisscenter @fteuscher,1,Peter_Schibli,gurlitt,rumour,Gurlitt Bern museum accepts controversial art hoard - SWI swissinfo.ch,10
Former top judge thinks #Nazi-stolen art 'belongs in a museum' #indianajones #Gurlitt #Germany http://t.co/kqyjtGun9r http://t.co/xNxGpg7RAQ,0,TheLocalGermany,gurlitt,not_rumour,Former top judge thinks Nazi-stolen art 'belongs in a museum' indianajones Gurlitt Germany,13
Franz Marc: Horses... Update-#Gurlitt Nazi-Tainted #Art Trove- http://t.co/LFzBPKJGSJ via @WSJ http://t.co/1HyavrYiyb http://t.co/pqskHOWrHc,0,IRequireArt,gurlitt,not_rumour,Franz Marc Horses... Update-Gurlitt Nazi-Tainted Art Trove- via,8
"Deputy director of Belvedere in Vienna: Gurlitt collection should be sold, money given to Jewish organizations. http://t.co/4EwvbJoH3q",0,Dilmunite,gurlitt,not_rumour,"Deputy director of Belvedere in Vienna Gurlitt collection should be sold, money given to Jewish organizations.",16
Swiss museum decides to accept Gurlitt Nazi-era art trove http://t.co/QMgo0O7Ive,1,dw_english,gurlitt,rumour,Swiss museum decides to accept Gurlitt Nazi-era art trove,9
Swiss museum [@KunstmuseumBern] accepts Gurlitt's problematic bequest http://t.co/hQ0gKpdXVs via @TheArtNewspaper,1,HenriNiotou,gurlitt,rumour,Swiss museum accepts Gurlitt's problematic bequest via,7
Swiss Museum: #Gurlitt collection will be researched according to Washington Principles; looted works will be restituted.,0,meddybln,gurlitt,not_rumour,Swiss Museum Gurlitt collection will be researched according to Washington Principles looted works will be restituted.,16
Swiss museum accepts part of Nazi art trove http://t.co/mJdcvQ6h2I,1,kanishkx,gurlitt,rumour,Swiss museum accepts part of Nazi art trove,8
Gurlitt's Museum Bequest Is Challenged http://t.co/a470VzWNhS #ArtCrimes,0,cmichaelsartlaw,gurlitt,not_rumour,Gurlitt's Museum Bequest Is Challenged ArtCrimes,6
"@KunstmuseumBern declares that it will accept the inheritance—Berlin, Munich, and Bern sign an agreement on how to manage #Gurlitt’s legacy",1,KunstmuseumBern,gurlitt,rumour,"declares that it will accept the inheritanceBerlin, Munich, and Bern sign an agreement on how to manage Gurlitts legacy",19
[NYT Art &amp; Design] ArtsBeat: Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum http://t.co/AjkODM7uKJ,0,ArtsAlertz,gurlitt,not_rumour,NYT Art amp Design ArtsBeat Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum,17
Swiss museum to say today whether it accepts Nazi-era art hoard @AFP http://t.co/ZrnSMxC4YO #Gurlitt,0,doberah,gurlitt,not_rumour,Swiss museum to say today whether it accepts Nazi-era art hoard Gurlitt,12
"Exclusive: Swiss museum close to accepting Gurlitt bequest, returning any Nazi-looted pieces http://t.co/ugEPYIuC5d by @MaryLaneWSJ via @WSJ",1,BBWSJ,gurlitt,rumour,"Exclusive Swiss museum close to accepting Gurlitt bequest, returning any Nazi-looted pieces by via",14
‘The Gurlitt collection should be sold to benefit Jewish organisations’ - The Art Newspaper http://t.co/4GJsG8oby7 #artnews #artcrime #art,0,RohanGreyFA,gurlitt,not_rumour,The Gurlitt collection should be sold to benefit Jewish organisations - The Art Newspaper artnews artcrime art,17
Litigation seems inevitable in the Gurlitt case http://t.co/zyv3OuC3e4,0,derekfincham,gurlitt,not_rumour,Litigation seems inevitable in the Gurlittcase,6
Swiss museum accepts looted Nazi art: Kunstmuseum Bern will try to return any stolen art to rightf... http://t.co/2kTYOPvZGd #BogardThat,1,nine_oh,gurlitt,rumour,Swiss museum accepts looted Nazi art Kunstmuseum Bern will try to return any stolen art to rightf... BogardThat,18
Will Bern's Museum of Fine Arts accept the controversial #Gurlitt collection? http://t.co/2g9lQgnUwG #art #stolen @KunstmuseumBern,0,swissinfo_en,gurlitt,not_rumour,Will Bern's Museum of Fine Arts accept the controversial Gurlitt collection? art stolen,13
"Berlin, Munich and Kunstmuseum Bern have signed an agreement on the management of Gurlitt's estate.",0,sauterne,gurlitt,not_rumour,"Berlin, Munich and Kunstmuseum Bern have signed an agreement on the management of Gurlitt's estate.",15
Kunstmuseum Bern Set to Announce Decision on Cornelius Gurlitt Trove of Artworks Donated Earlier This Year http://t.co/hjKPeZYUyG,0,ArtObserved,gurlitt,not_rumour,Kunstmuseum Bern Set to Announce Decision on Cornelius Gurlitt Trove of Artworks Donated Earlier This Year,16
Cornelius Gurlitt's overlooked heirs want control of his Nazi-era 'degenerate art' estate: The fight for Corne... http://t.co/puqQkMbhY5,0,dw_germany,gurlitt,not_rumour,Cornelius Gurlitt's overlooked heirs want control of his Nazi-era 'degenerate art' estate The fight for Corne...,16
GMLive: ArtsBeat: Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum: A cousin... http://t.co/7jogktByJU,0,globalmuseum,gurlitt,not_rumour,GMLive ArtsBeat Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum A cousin...,16
Nice to see @MaryLaneWSJ's scoop confirmed: Swiss Museum accepts Gurlitt collection http://t.co/oA7gMlmuzk by @berlinfraut &amp; @HarrietTorry,1,BBWSJ,gurlitt,rumour,Nice to see 's scoop confirmed Swiss Museum accepts Gurlitt collection by amp,13
"Swiss museum close to accepting Gurlitt bequest, returning any Nazi-looted pieces http://t.co/q0vQkval2k via @WSJ",1,smithjenBK,gurlitt,rumour,"Swiss museum close to accepting Gurlitt bequest, returning any Nazi-looted pieces via",12
Swiss museum will receive priceless collection of long-hidden Gurlitt art trove http://t.co/dKN7MAWLj0,1,CTVNews,gurlitt,rumour,Swiss museum will receive priceless collection of long-hidden Gurlitt art trove,11
"Summary of the #Gurlitt agreement between Kunstmuseum Bern, State of Bavaria and German government: http://t.co/8YqE3ZJYGn via @meddybln",1,helen_whittle,gurlitt,rumour,"Summary of the Gurlitt agreement between Kunstmuseum Bern, State of Bavaria and German government via",15
The Kunstmuseum Bern accepts the Gurlitt collection. This was decided by the Board of Trustees of the Art Museum . More to follow.,1,sauterne,gurlitt,rumour,The Kunstmuseum Bern accepts the Gurlitt collection. This was decided by the Board of Trustees of the Art Museum . More to follow.,23
"Another terrific story by @MaryLaneWSJ, chronicler of the Nazi-Gurlitt art saga. http://t.co/2n9SEYKCYR",1,maloneyfiles,gurlitt,rumour,"Another terrific story by , chronicler of the Nazi-Gurlitt art saga.",11
The Kunstmuseum Bern agrees to takes the controversial Gurlitt art collection.,1,sauterne,gurlitt,rumour,The Kunstmuseum Bern agrees to takes the controversial Gurlitt art collection.,11
Swiss museum will accept Gurlitt art trove http://t.co/LrYvxq4KfS,1,Berlaymont,gurlitt,rumour,Swiss museum will accept Gurlitt art trove,7
Kunstmuseum Bern to issue decision Monday on whether to accept artworks collection tied to Nazi-era dealer Gurlitt. http://t.co/QkZ2FZGcc8,0,sauterne,gurlitt,not_rumour,Kunstmuseum Bern to issue decision Monday on whether to accept artworks collection tied to Nazi-era dealer Gurlitt.,17
"Possible Nazi art transfer riles Jewish groups; this is, of course, the transfer of Gurlitt trove to a Swiss museum http://t.co/bhnqzBYMDg",0,DrDonnaYates,gurlitt,not_rumour,"Possible Nazi art transfer riles Jewish groups this is, of course, the transfer of Gurlitt trove to a Swiss museum",20
Swiss Museum Will Accept Gurlitt Art Trove - ABC News http://t.co/tJm9ldHr95 #Entertainment,1,greensboro_nc,gurlitt,rumour,Swiss Museum Will Accept Gurlitt Art Trove - ABC News Entertainment,11
According to psychiatric evaluation #Gurlitt not mentally fit to write will bequeathing paintings to museum http://t.co/EF3WSuyVPT,1,jeffwilliams2x2,gurlitt,rumour,According to psychiatric evaluation Gurlitt not mentally fit to write will bequeathing paintings to museum,15
