text,is_rumor,user.handle,topic,label,cleaned_tweet,word_count
What we do and do not know about Germanwings flight 4U9525 http://t.co/9oV6x1lrrf http://t.co/ZFaHUwPx4B,0,Independent,germanwings-crash,not_rumour,What we do and do not know about Germanwings flight 4U9525,11
"Germanwings flight A320 plunged 31,200 feet in just ten minutes, according to radar data http://t.co/hv1iOCbIHA http://t.co/OQ4nlyTZ4y",1,MailOnline,germanwings-crash,rumour,"Germanwings flight A320 plunged 31,200 feet in just ten minutes, according to radar data",14
#BREAKING: A Germanwings Airbus A320 has crashed in French Alps near Digne (@AhronYoung),1,SkyNewsAust,germanwings-crash,rumour,BREAKING A Germanwings Airbus A320 has crashed in French Alps near Digne,12
"→ http://t.co/6W6HpstrfA #planecrash plane crash Drexel University graduate, mom among Germanwings plane crash victi… http://t.co/htTp0ALZye",0,mellberr,germanwings-crash,not_rumour,"planecrash plane crash Drexel University graduate, mom among Germanwings plane crash victi",12
"What we know so far about #GermanWings #AirbusA320 crash with BBC's @christianfraser
https://t.co/ZROmvZn8Ko",0,BBCWorld,germanwings-crash,not_rumour,What we know so far about GermanWings AirbusA320 crash with BBC's,11
UPDATE CRASH #4U9525 The arrivals board at Dusseldorf Airport http://t.co/wFg8KTSve2 http://t.co/P9d4CguBBi,0,airlivenet,germanwings-crash,not_rumour,UPDATE CRASH 4U9525 The arrivals board at Dusseldorf Airport,9
Helicopters and emergency vehicles are arriving in southern France. #Germanwings http://t.co/2Ry7Itpo4L,0,FoxNews,germanwings-crash,not_rumour,Helicopters and emergency vehicles are arriving in southern France. Germanwings,10
"Helicopters are bringing bodies to a school gymnasium near site of #Germanwings A320 crash. http://t.co/4RUSYV7IUc
https://t.co/fQWAbR5Ea4",0,CNN,germanwings-crash,not_rumour,Helicopters are bringing bodies to a school gymnasium near site of Germanwings A320 crash.,14
LIVE A French Air Force EC-135 is flying over there area of crash #germanwings http://t.co/6z0zeNMoSN http://t.co/Ah5H6qxIRp,0,airlivenet,germanwings-crash,not_rumour,LIVE A French Air Force EC-135 is flying over there area of crash germanwings,14
#Germanwings plane crash: what we know so far http://t.co/q1I8tkghmf http://t.co/Lywc9MHPgj,0,Telegraph,germanwings-crash,not_rumour,Germanwings plane crash what we know so far,8
"Dreadful news about the Germanwings crash. Impossible to tell cause from FlightRadar info, so let's not speculate. Thoughts with families.",0,DaveWallsworth,germanwings-crash,not_rumour,"Dreadful news about the Germanwings crash. Impossible to tell cause from FlightRadar info, so let's not speculate. Thoughts with families.",20
PHOTO: The area where #4U9525 crashed: Prads-Haute-Bleone http://t.co/a3Lu8SD5tw - @L0gg0l,0,rConflictNews,germanwings-crash,not_rumour,PHOTO The area where 4U9525 crashed Prads-Haute-Bleone -,8
VIDEO -  BREAKING NEWS - Germanwings plane crashes en route from Barcelona to Dusseldorf http://t.co/0LdGZfSU5w http://t.co/e7tB0eENhi,0,France24_en,germanwings-crash,not_rumour,VIDEO - BREAKING NEWS - Germanwings plane crashes en route from Barcelona to Dusseldorf,14
#A320 @Germanwings flight #4U9525 (registration D-AIPX) was lost from @Flightradar24 at 6800 feet at 09.39 UTC time. http://t.co/5Gv9lXJZW8,1,YanniKouts,germanwings-crash,rumour,A320 flight 4U9525 registration D-AIPX was lost from at 6800 feet at 09.39 UTC time.,15
"Update: Latest Images of the rescue operation of #4U9525. 
(Pic via: Cédric C./ActuSecours)  http://t.co/ezktB3SXaA - @PollyR_Aviation",0,airlivenet,germanwings-crash,not_rumour,Update Latest Images of the rescue operation of 4U9525. Pic via Cdric C. ActuSecours -,15
The French president has said he believed none of the 148 people on board #Germanwings flight #4U9525 plane survived http://t.co/KC9NBcEzSV,1,abcnews,germanwings-crash,rumour,The French president has said he believed none of the 148 people on board Germanwings flight 4U9525 plane survived,19
The point that @flightradar24 last tracked @germanwings #4U9525 at just over 2000 metres. https://t.co/2BlIrW3Saf http://t.co/zknvHXSXB7,0,tomwoodau,germanwings-crash,not_rumour,The point that last tracked 4U9525 at just over 2000 metres.,11
Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead http://t.co/UGlaM0vpoK http://t.co/9yCcn7Hzz8,1,DailyMirror,germanwings-crash,rumour,Germanwings Airbus A320 plane crash Two babies and 16 children among 150 dead,13
DEVELOPING: Pilot locked out of cockpit in @Germanwings Alps crash: report. http://t.co/CcqpToOQTn http://t.co/XlNXG8Rz3v,1,NYDailyNews,germanwings-crash,rumour,DEVELOPING Pilot locked out of cockpit in Alps crash report.,10
BREAKING: @lufthansa and @germanwings @Lufthansa_DE have changed their logos to blac as a mark of respect  http://t.co/AnST3O0yXm -  FlightC,0,airlivenet,germanwings-crash,not_rumour,BREAKING and have changed their logos to blac as a mark of respect - FlightC,15
#BREAKING Germanwings crew did not send distress signal: aviation official,1,AFP,germanwings-crash,rumour,BREAKING Germanwings crew did not send distress signal aviation official,10
DEVELOPING: Flight log of GWI9525's Airbus A320 last recorded movements #Germanwings http://t.co/gkBze2MTkx,0,Independent,germanwings-crash,not_rumour,DEVELOPING Flight log of GWI9525's Airbus A320 last recorded movements Germanwings,11
"The co-pilot who rammed the Germanwings plane into the French Alps had previously ""battled depression"" http://t.co/PSBNTXo5AV",1,nypost,germanwings-crash,rumour,"The co-pilot who rammed the Germanwings plane into the French Alps had previously ""battled depression""",15
I have learned about the plane crash #4U9525 in France. Our thoughts are w/ families of passengers. EU services will assist in investigation,0,Bulc_EU,germanwings-crash,not_rumour,I have learned about the plane crash 4U9525 in France. Our thoughts are w families of passengers. EU services will assist in investigation,23
"150 people were on board plane that crashed in France today, #Germanwings CEO says. http://t.co/HAhU3MmiMf http://t.co/QFCbhPWSJI",1,cnnbrk,germanwings-crash,rumour,"150 people were on board plane that crashed in France today, Germanwings CEO says.",14
Debris from the #GermanWings plane that crashed in France is scattered over a remote area high up in the Alps http://t.co/K8eoAxT9ZD,0,SkyNews,germanwings-crash,not_rumour,Debris from the GermanWings plane that crashed in France is scattered over a remote area high up in the Alps,20
"Lufthansa CEO Spohr: “If our fears are confirmed, this is a dark day for Lufthansa. We hope to find survivors.” #4U9525",0,thatjohn,germanwings-crash,not_rumour,"Lufthansa CEO Spohr If our fears are confirmed, this is a dark day for Lufthansa. We hope to find survivors. 4U9525",21
"Latest update from @germanwings - now saying 144 passengers and six crew, so 150 people on board A320 that crashed http://t.co/uj1VdJyW5s",1,tomsteinfort,germanwings-crash,rumour,"Latest update from - now saying 144 passengers and six crew, so 150 people on board A320 that crashed",19
Germanwings has posted the following updated statement via Twitter: http://t.co/q1I8tkghmf http://t.co/odiENY7FDw,0,Telegraph,germanwings-crash,not_rumour,Germanwings has posted the following updated statement via Twitter,9
"#BREAKING: Death toll on #Germanwings flight #4U9525 rises to 150 #A320
http://t.co/NK5U1GpHxL",1,Independent,germanwings-crash,rumour,BREAKING Death toll on Germanwings flight 4U9525 rises to 150 A320,11
BREAKING: German Media Site Says Germanwings Co-Pilot Was Muslim Convert http://t.co/bTKvcLMN60 via @anyclinic,1,RWSurferGirl,germanwings-crash,rumour,BREAKING German Media Site Says Germanwings Co-Pilot Was Muslim Convert via,11
#Germanwings #CoPilot was a recent Muslim convert as well as a psychiatric patient. #ISIS is lauding him as a hero. http://t.co/J29Y3tDjOP,1,Zone6Combat,germanwings-crash,rumour,Germanwings CoPilot was a recent Muslim convert as well as a psychiatric patient. ISIS is lauding him as a hero.,20
Germanwings crash: 3 different scenarios to unlock and lock the cockpit door http://t.co/WZpdG4wFY1 http://t.co/Bka6z48jHW,0,nytimes,germanwings-crash,not_rumour,Germanwings crash 3 different scenarios to unlock and lock the cockpit door,12
"""The pilot did send an SOS message saying the plane was in distress."" -@BillNeelyNBC reporting on #germanwings plane crash.",1,TODAYshow,germanwings-crash,rumour,"""The pilot did send an SOS message saying the plane was in distress."" - reporting on germanwings plane crash.",19
"Airbus passenger plane crashed in French Alps said to belong to Lufthansa subsidiary Germanwings, flying Barcelone-Dusseldorf",1,marcburleigh,germanwings-crash,rumour,"Airbus passenger plane crashed in French Alps said to belong to Lufthansa subsidiary Germanwings, flying Barcelone-Dusseldorf",16
"Nightmare! My thoughts go out to the victims, their family and friends.🙏 #RIP #4U9525 #MH370 #MH17 #GE235 #QZ8501 #AH5017 #TooManyCrashes",0,KJ_Huntelaar,germanwings-crash,not_rumour,"Nightmare! My thoughts go out to the victims, their family and friends. RIP 4U9525 MH370 MH17 GE235 QZ8501 AH5017 TooManyCrashes",20
"#Germanwings latest: http://t.co/8tZopIBYLh
- #Airbus A320 crashes in French Alps
- Barcelona-to-Dusseldorf flight
- 142 passengers &amp; 6 crew",1,BBCBreaking,germanwings-crash,rumour,Germanwings latest - Airbus A320 crashes in French Alps - Barcelona-to-Dusseldorf flight - 142 passengers amp 6 crew,18
"Our thoughts are with the families and crew of @germanwings following the loss of #4U9525, operated by @lufthansa subsidiary @germanwings.",0,staralliance,germanwings-crash,not_rumour,"Our thoughts are with the families and crew of following the loss of 4U9525, operated by subsidiary .",18
A German news website claims #Germanwings co-pilot #AndreasLubitz was a Muslim convert http://t.co/4PHWRSrxwu,1,CatholicLisa,germanwings-crash,rumour,A German news website claims Germanwings co-pilot AndreasLubitz was a Muslim convert,12
Last few positions of the @germanwings flight plotted on a map http://t.co/UX5G1gYGX7,0,planefinder,germanwings-crash,not_rumour,Last few positions of the flight plotted on a map,10
"The #GermanWings plane is believed to have crashed shortly after a distress call reporting an ""abnormal situation"" http://t.co/mLLtayvg1M",1,SkyNews,germanwings-crash,rumour,"The GermanWings plane is believed to have crashed shortly after a distress call reporting an ""abnormal situation""",17
A tribute to the lives lost on #Germanwings Flight 9525 next on #AC360 http://t.co/zDHWF3pYN9,0,AC360,germanwings-crash,not_rumour,A tribute to the lives lost on Germanwings Flight 9525 next on AC360,13
"#breaking Airbus A320 crashes in southern France with 148 people on board 
#Germanwings http://t.co/suRCtXRGsU",1,euronews,germanwings-crash,rumour,breaking Airbus A320 crashes in southern France with 148 people on board Germanwings,13
Here's a recap of the key points so far in the #GermanWings Alps plane crash. Live updates: http://t.co/8UPMsinQkX http://t.co/hNjZvcruqq,0,SkyNews,germanwings-crash,not_rumour,Here's a recap of the key points so far in the GermanWings Alps plane crash. Live updates,17
"@FRANCE24 reporter James André at French Civil Aviation Authority HQ: ""#Germanwings plane did NOT report distress signal"", no mayday.",1,RichelleVHP,germanwings-crash,rumour,"reporter James Andr at French Civil Aviation Authority HQ ""Germanwings plane did NOT report distress signal"", no mayday.",18
It could be better to have zero pilots in a cockpit instead of one: http://t.co/ig0Z2boPOn #Germanwings http://t.co/JbA8I3MuKk,0,Slate,germanwings-crash,not_rumour,It could be better to have zero pilots in a cockpit instead of one Germanwings,15
"""If our fears are confirmed, this is a dark day for Lufthansa,"" #Germanwings' parent company says after crash http://t.co/nIKx2M38Fm",0,BBCBreaking,germanwings-crash,not_rumour,"""If our fears are confirmed, this is a dark day for Lufthansa,"" Germanwings' parent company says after crash",18
Pilots of crashed Germanwings flight declared emergency at 10:47 a.m. as plane fell rapidly. http://t.co/9YonrFRes3,1,magiorNYT,germanwings-crash,rumour,Pilots of crashed Germanwings flight declared emergency at 10 47 a.m. as plane fell rapidly.,15
"Germanwings A320 D-AIPX is one of the oldest A320 with serial number 0147 and was delivered in Nov 1990
#4U9525 http://t.co/SW9ykvWtnW",0,flightradar24,germanwings-crash,not_rumour,Germanwings A320 D-AIPX is one of the oldest A320 with serial number 0147 and was delivered in Nov 1990 4U9525,20
"#Germanwings Co Pilot New Muslim Convert

Islamic State Praises Their Hero

#WakeUpAmerica 🇺🇸 
http://t.co/NYefk5WCPm http://t.co/J195dkGFGU",1,DrMartyFox,germanwings-crash,rumour,Germanwings Co Pilot New Muslim Convert Islamic State Praises Their Hero WakeUpAmerica,12
